ebird2021,bird_genera,comment
plcjay1,cyanocorax,
plcsee1,catamenia,
plcspi1,synallaxis,
plcsta,heliomaster,
plctan1,tangara,
plctyr1,phyllomyias,
plewar1,helopsaltes,
plffal1,micrastur,
plflor1,oreopsittacus,
plfrai1,rallus,
plgrol1,atelornis,
plhfin1,aidemosyne,
plhpar1,psittacula,
pllwar1,phylloscopus,
pllwar2,phylloscopus,
plmfin1,leucosticte,
plover3,stephanoxis,
plover4,stephanoxis,
plphor1,rhyticeros,
plsfin1,geospizopsis,
plsvir,vireo,
pltant1,isleria,
pltcot1,cotinga,
pltsun1,anthreptes,
pltsun2,anthreptes,
pltsun3,anthreptes,
pltswi1,collocalia,
pltwar1,phylloscopus,
pltwre1,pheugopedius,
pluant1,myrmelastes,
pluant3,dysithamnus,
plueup1,euphonia,
plugui1,guttera,
pluhaw,cryptoleucopteryx,
pluibi1,theristicus,
plukit1,ictinia,
plupig2,patagioenas,
plurai1,pardirallus,
plured1,phoenicurus,
plusee1,sporophila,
plushc1,catamblyrhynchus,
pluwar1,setophaga,
plwant1,thamnophilus,
plwant2,myrmotherula,
plwduc1,dendrocygna,
plweye1,zosterops,
plwwoo1,dendrocincla,
pmtspi1,leptasthenura,
pnbfin1,atlapetes,
pogdov1,alopecoenas,
pogpig1,treron,
pohfan1,rhipidura,
pohfly1,myiagra,
pohlor1,trichoglossus,
pohsta1,aplonis,
pohwhe1,zosterops,
poipig1,ducula,
polpar1,barnardius,
polsta1,aplonis,
polswi1,aerodramus,
poltri1,lalage,
polvan1,xenopirostris,
pomcot1,xipholena,
pomgrp1,treron,
pomgrp2,treron,
pomgrp3,treron,
pomgrp4,treron,
pomgrp5,treron,
pomjae,stercorarius,
poouli,melamprosops,
pospet1,nesofregetta,
potpal1,berlepschia,
powowl1,ninox,
powwoo1,campephilus,
prafal,falco,
prawar,setophaga,
prbbar1,semnornis,
pregrs1,melozone,
pregrs2,melozone,
preswa2,petrochelidon,
prewea1,ploceus,
prgsta1,lamprotornis,
prgwea1,ploceus,
prhlau1,trochalopteron,
pribat1,batis,
prigre1,chlorocichla,
pripuf1,dryoscopus,
prisee1,crithagra,
prispe1,zosterops,
prisun2,anabathmis,
prisun3,cinnyris,
prithr1,turdus,
procan1,crithagra,
prowar,protonotaria,
prrtur1,tauraco,
prsast1,astrapia,
prsowl,gymnasio,
prznut1,sitta,
przpar1,alectoris,
przros1,urocynchramus,
psfdov1,ptilinopus,
ptipig1,ducula,
ptmgem,lampornis,
ptpfin1,embernagra,
ptwfin1,microspingus,
puaioh,myadestes,
pubbul1,brachypodius,
pubcot1,cotinga,
pubhon1,meliphaga,
pubjay1,cyanocorax,
publor1,lorius,
pubsun1,aglaeactis,
pubsun3,nectarinia,
pubsun4,cinnyris,
pubtho1,ramphomicron,
pubwhi1,urosticte,
pucfai1,heliothryx,
pucfai2,malurus,
pucfrd1,ptilinopus,
puchum1,polyerata,
puclor1,parvipsitta,
puctur2,tauraco,
pucwoo1,myrtis,
pughon1,lichenostomus,
pugsta1,lamprotornis,
pugtyr1,muscisaxicola,
pullon1,macrosphenus,
pumstp1,oceanites,
pumtan2,iridosornis,
puncan1,asthenes,
punibi1,plegadis,
punlor1,lorius,
punmin1,geositta,
punplo1,charadrius,
punsni1,gallinago,
punsun1,kurochkinegramma,
puntap1,scytalopus,
puntea1,spatula,
punthi1,asthenes,
puntin1,tinamotis,
purbul1,melopyrrha,
purcoc1,cochoa,
pureme1,riccordia,
purfin,haemorhous,
purfly1,myiarchus,
purgal2,porphyrio,
purgre2,granatina,
purher1,ardea,
purhon1,cyanerpes,
purind1,vidua,
purjac1,galbula,
purjac2,galbalcyrhynchus,
purjay1,cyanocorax,
purlic1,coccyzus,
purmar,progne,
purnee1,hirundapus,
purnig1,antrostomus,
purpar1,amazona,
purpar2,psittacara,
purrol1,eurystomus,
pursan,calidris,
purspi,spindalis,
pursun3,leptocoma,
pursun4,cinnyris,
purswa1,porphyrio,
purswa2,porphyrio,
purswa3,porphyrio,
purswa4,porphyrio,
purswa5,porphyrio,
purswa6,porphyrio,
purtan1,nesospingus,
purtod1,todus,
purvir1,vireo,
purwoo1,melanerpes,
putbab1,pellorneum,
putbul1,alophoixus,
putcar1,eulampis,
putcot1,porphyrolaema,
putcus1,campephaga,
puteup1,euphonia,
putfru1,querula,
putsun1,heliangelus,
putsun3,leptocoma,
putwoo1,philodice,
puvill1,illadopsis,
puwrol1,coracias,
puyfin1,sicalis,
pvttyr1,hemitriccus,
pwgdov1,paraclaravis,
pybfly1,ficedula,
pycpet1,pterodroma,
pygant1,myrmotherula,
pygbab1,dasycrotapha,
pygbat1,batis,
pygcor2,microcarbo,
pygcus1,celebesia,
pygfal1,polihierax,
pygflo1,dicaeum,
pyghap1,loriculus,
pyghon1,oedistoma,
pyglor1,charminetta,
pygnig1,nyctipolus,
pygnut,sitta,
pygsun2,hedydipna,
pygswi1,tachornis,
pygswi2,collocalia,
pygtit1,psaltria,
pygwoo1,yungipicus,
pyrrhu,cardinalis,
pywbab1,pnoepyga,
pyweye1,heleia,
quailf1,ortygospiza,
quailp1,ortyxelos,
quaind1,vidua,
quctin1,eudromia,
rabcur2,mitu,
rabeat1,merops,
rabgro1,periporphyrus,
rablor1,eos,
rabtho1,chalcostigma,
rabthr1,geokichla,
racmal1,malimbus,
radacc1,prunella,
radshe1,radjah,
radwar1,phylloscopus,
rafdov1,ptilinopus,
rafmal1,rhinortha,
ragmac1,ara,
railor1,trichoglossus,
railor2,trichoglossus,
railor3,trichoglossus,
railor5,trichoglossus,
railor6,trichoglossus,
railor7,trichoglossus,
railor8,trichoglossus,
raipar1,cyanoramphus,
raipit1,pitta,
raiqua1,coturnix,
raista1,coeligena,
rampig1,columba,
ranwar1,randia,
rarmon1,pomarea,
rarsta1,aplonis,
rasowl1,otus,
ratcis1,cisticola,
ratcoq2,discosura,
ratrol2,coracias,
rattre1,crypsirina,
rattre2,temnurus,
rawant1,grallaria,
rawcra1,laterallus,
rawspi2,certhiaxis,
rawwre1,thryophilus,
raybar1,trachyphonus,
rayfin1,sicalis,
raytan1,thlypopsis,
razorb,alca,
razsky1,alauda,
rbbeat1,nyctyornis,
rbbfin1,atlapetes,
rbbmag,urocissa,
rbbrob1,tarsiger,
rbbtyr1,myiotheretes,
rbbwea1,bubalornis,
rbctyr1,ochthoeca,
rbdhor1,lophoceros,
rbfdov1,ptilinopus,
rbgcuc1,neomorphus,
rbifin1,incaspiza,
rbopar1,paradisaea,
rbopar2,paradisaea,
rbpkin1,tanysiptera,
rbppar1,micropsitta,
rbptan1,lamprospiza,
rbsbab1,pomatorhinus,
rbsfin1,idiopsar,
rbsrob1,cercotrichas,
rbwbab1,gypsophila,
rbwfin1,poospiza,
rbwfin2,microspingus,
rbwqua1,odontophorus,
rcatan1,habia,
rcbfin1,atlapetes,
rcfdov1,ptilinopus,
rcgspa1,melozone,
rcmbab1,turdoides,
rcnthr1,catharus,
rcqdov1,zentrygon,
rcrcha1,cossypha,
rcsbab1,erythrogenys,
rctspi1,leptasthenura,
rcttyr1,poecilotriccus,
rcweye1,platysteira,
rdjant1,cercomacra,
rdjant2,myrmotherula,
rebbla1,leistes,
rebbrt1,talegalla,
rebbus1,clytoctantes,
rebbut2,turnix,
rebcha1,granatellus,
rebcho1,pyrrhocorax,
rebcou1,coua,
rebcur1,crax,
rebdot1,charadrius,
rebduc1,anas,
rebeme1,chlorostilbon,
rebfai1,malurus,
rebfin1,atlapetes,
rebfir1,neochmia,
rebfir2,lagonosticta,
rebflo1,dicaeum,
rebfly,ficedula,
rebfra1,pternistis,
rebfru1,pipreola,
rebgoo1,branta,
rebgra1,hypopyrrhus,
rebhaw2,geranoaetus,
rebhor1,tockus,
rebkin2,todiramphus,
reblei,leiothrix,
rebmac2,orthopsittaca,
rebmal1,malimbus,
rebmal2,zanclostomus,
rebmer,mergus,
rebmou1,colius,
rebmyz1,myzomela,
rebnut,sitta,
reboxp1,buphagus,
rebpar1,poicephalus,
rebpar2,pionus,
rebpar3,arborophila,
rebpar4,psittacula,
rebpar5,arborophila,
rebpar6,pardalotus,
rebpar7,amazona,
rebpig1,patagioenas,
rebpit1,erythropitta,
rebpyt1,pytilia,
rebque1,quelea,
rebsap,sphyrapicus,
rebscy1,campylorhamphus,
rebshr1,lanius,
rebsta1,spodiopsar,
rebtou2,ramphastos,
rebtre1,climacteris,
rebtro,phaethon,
rebtyr2,zimmerius,
rebwhe1,oenanthe,
rebwoo,melanerpes,
rebwoo1,hylexetastes,
rebwoo4,hylexetastes,
recbar1,psilopogon,
recbus1,eupodotis,
recbut1,turnix,
reccar,paroaria,
reccar2,paroaria,
reccar3,paroaria,
reccar4,paroaria,
reccor,uraeginthus,
reccot1,ampelion,
reccou1,coua,
reccra1,grus,
reccro1,sylvietta,
reccuc1,cuculus,
recdov1,streptopelia,
recfin1,coryphospingus,
recflo1,dicaeum,
recflo2,dicaeum,
recflu1,sarothrura,
recgos1,accipiter,
reclar1,calandrella,
reclor1,vini,
recmal1,dasylophus,
recmal2,malimbus,
recman1,ceratopipra,
recmyz1,myzomela,
recowl1,glaucidium,
recpar,amazona,
recpar1,purpureicephalus,
recpar2,geoffroyus,
recpar3,pionopsitta,
recplo1,charadrius,
recpoc,netta,
recrob1,petroica,
recsun2,cinnyris,
recswa1,hirundo,
rectur1,tauraco,
recwid1,euplectes,
recwoo,dryobates,
recwoo1,melanerpes,
recwoo2,picus,
redava,amandava,
redbis,euplectes,
redcro,loxia,
redcro9,loxia,
redegr,egretta,
redfod1,foudia,
redgos1,erythrotriorchis,
redhea,aythya,
redher1,phaethornis,
redjun,gallus,
redkit1,milvus,
redkno,calidris,
redlor1,eos,
redmyz1,myzomela,
redpha1,phalaropus,
redrai1,aphanapteryx,
redsho1,spatula,
redsis1,spinus,
redspu1,galloperdix,
redthr1,pyrrholaemus,
redwar1,cardellina,
redwat1,anthochaera,
redwin,turdus,
reebul1,pycnonotus,
reebun,emberiza,
reedov1,streptopelia,
reefir1,stagonopleura,
reepar1,pyrrhura,
reepar2,erythrura,
reepar3,calamornis,
reephe1,syrmaticus,
reepuf1,dryoscopus,
reevir,vireo,
refant1,parmoptila,
refbar1,lybius,
refbar2,tricholaema,
refblu,tarsiger,
refboo,sula,
refcis1,cisticola,
refcoo1,fulica,
refcor,urile,
refcou1,coua,
refcro1,sylvietta,
refdov1,ptilinopus,
reffal1,falco,
refgua1,penelope,
reflio2,liocichla,
reflio3,liocichla,
reflor1,hypocharmosyna,
reflor2,hypocharmosyna,
refmac1,ara,
refmal1,phaenicophaeus,
refmou1,urocolius,
refpar1,touit,
refpar2,hapalopsittaca,
refpar3,deroptyus,
refpar4,cyanoramphus,
refpar5,poicephalus,
refpyt1,pytilia,
refros1,carpodacus,
refspi1,cranioleuca,
reftin1,pogoniulus,
refwar,cardellina,
refwar2,prinia,
regbow1,sericulus,
regcoo1,fulica,
reghon1,anthochaera,
regpar1,polytelis,
regsun2,cinnyris,
regwhi1,pachycephala,
rehbar1,eubucco,
rehblu1,spermophaga,
rehbul1,pyrrhula,
rehbun1,emberiza,
rehcis2,cisticola,
rehfin1,amadina,
rehfla1,chrysocolaptes,
rehfod1,foudia,
rehfod3,foudia,
rehlov1,agapornis,
rehmal1,malimbus,
rehman1,ceratopipra,
rehmyz1,myzomela,
rehpar1,erythrura,
rehque1,quelea,
rehtan1,piranga,
rehtan2,piranga,
rehtro1,harpactes,
rehvul1,sarcogyps,
rehwea1,anaplectes,
rehwoo,melanerpes,
reifir1,lagonosticta,
reipar1,cyanoramphus,
reisee1,crithagra,
reisee2,crithagra,
reisun2,anabathmis,
reityr1,phyllomyias,
reiwoo1,campethera,
rekcoo1,fulica,
rekdot1,erythrogonys,
rekflo1,dicaeum,
relcor1,poikilocarbo,
relcra1,rallina,
relgul2,ichthyaetus,
relhon1,cyanerpes,
relkit,rissa,
relpar,amazona,
relpar1,alectoris,
relpar4,amazona,
relser1,cariama,
relthr1,turdus,
reltin1,crypturellus,
relwhi1,pachycephala,
rempar,psittacara,
remros1,carpodacus,
renara1,pteroglossus,
renavo1,recurvirostra,
renbus1,laniarius,
renbuz1,buteo,
rencra1,rallina,
renfal1,falco,
renfan1,rhipidura,
renfra1,pternistis,
rengre,podiceps,
renibi1,pseudibis,
rennig1,caprimulgus,
renpar1,amazona,
renpha,phalaropus,
rensap,sphyrapicus,
renshr1,clytorhynchus,
rensta1,aplonis,
rensti,calidris,
rentan1,tangara,
rentro1,harpactes,
renwhi1,pachycephala,
renwoo1,campephilus,
repcis1,cisticola,
rercac1,cacicus,
rerfru1,pyroderus,
rerpar1,psephotus,
rerswa1,cecropis,
rerswa3,cecropis,
rertin1,pogoniulus,
rerwax1,brunhilda,
rerwhe1,oenanthe,
rerwoo1,dryobates,
resbla1,agelaius,
rescus1,campephaga,
resflo1,dicaeum,
resfly1,myiagra,
reshaw,buteo,
resmac2,diopsittaca,
resowl1,otus,
respar1,prosopeia,
respar2,amazona,
resque1,pharomachrus,
resspi2,synallaxis,
resswa2,petrochelidon,
restan1,tachyphonus,
restyr1,phylloscartes,
resvan1,calicalicus,
reswar1,curruca,
reswoo1,dryobates,
retale1,chamaetylas,
retbar1,psilopogon,
retcar2,ibycter,
retcom1,sappho,
retgre1,criniger,
rethaw,buteo,
rethel1,prionops,
retlau1,trochalopteron,
retloo,gavia,
retlor1,vini,
retmin1,minla,
retmyz1,myzomela,
retnew1,newtonia,
retpar1,amazona,
retpar3,erythrura,
retpip,anthus,
retspa1,accipiter,
retsun2,nectarinia,
retsun3,anthreptes,
retswa2,petrochelidon,
retthr1,turdus,
rettit2,melaniparus,
rettro,phaethon,
retvan1,calicalicus,
retwhe1,oenanthe,
retwhe2,oenanthe,
reubul1,hypsipetes,
reucus1,lalage,
reuhar2,circus,
reuhar3,circus,
reukes1,falco,
reunih1,nycticorax,
reurai1,dryolimnas,
reusco1,otus,
reushe1,alopochen,
reusol1,threskiornis,
reusta1,fregilupus,
reusto1,saxicola,
reuwhe1,zosterops,
revbar1,psilopogon,
revbul,pycnonotus,
revmal1,malimbus,
rewbla,agelaius,
rewbul,pycnonotus,
reweye1,zosterops,
rewfai1,malurus,
rewfra2,scleroptila,
rewlap1,vanellus,
rewlar1,mirafra,
rewlau1,trochalopteron,
rewpar1,aprosmictus,
rewpri1,prinia,
rewpyt1,pytilia,
rewsta1,onychognathus,
rewtin1,rhynchotus,
rfcwin1,cryptospiza,
rfwqua1,odontophorus,
rfwwar1,phylloscopus,
rhgrol1,atelornis,
rhiauk,cerorhinca,
rhihor1,buceros,
rhptyr1,pseudotriccus,
ribant1,cercomacra,
ribgul,larus,
ricpip1,anthus,
ridhaw1,buteo,
ridrai1,rallus,
ridswi1,collocalia,
riflem1,acanthisitta,
rimrew1,acrocephalus,
rinant2,corythopis,
rindov,streptopelia,
rinduc,aythya,
rinfra2,scleroptila,
rinkin1,megaceryle,
rinouz1,turdus,
rinphe,phasianus,
rinphe2,phasianus,
rinsco1,otus,
rintea1,callonetta,
rinwoo1,celeus,
riospi1,synallaxis,
risant1,myrmotherula,
rispet1,hydrobates,
ritast1,astrapia,
ritdro1,dicrurus,
ritpig,patagioenas,
rivlap1,vanellus,
rivpri1,prinia,
rivter1,sterna,
rivtyr1,serpophaga,
rivtyr2,knipolegus,
rivwar1,myiothlypis,
rivwre1,cantorchilus,
riwfin1,microspingus,
rkipig1,ducula,
rmfdov1,ptilinopus,
rnbfin1,atlapetes,
rnfdov1,ptilinopus,
rnfgle1,syndactyla,
rngtyr1,muscisaxicola,
rnwrai1,aramides,
roahaw,rupornis,
robacc1,prunella,
robbun1,passerina,
robcha1,granatellus,
robeat1,merops,
robgro,pheucticus,
robpoc1,netta,
robpri1,oreophilais,
robqua1,perdicula,
robwhe1,zosterops,
robwoo1,campephilus,
rocbun1,emberiza,
rocear1,ochetorhynchus,
rocfir1,lagonosticta,
rocmar1,ptyonoprogne,
rocmar2,ptyonoprogne,
rocnut1,sitta,
rocpar1,neophema,
rocpar2,alectoris,
rocpen1,eudyptes,
rocpen4,eudyptes,
rocpet1,petronia,
rocpig,columba,
rocpih1,lipaugus,
rocpip1,anthus,
rocpra1,glareola,
rocpta1,lagopus,
rocsan,calidris,
rocsun2,cinnyris,
roctap1,scytalopus,
rocwar1,origma,
rocwre,salpinctes,
rodbrw1,acrocephalus,
rodfod1,foudia,
rodnih1,nycticorax,
rodpar1,necropsittacus,
rodrai1,erythromachus,
rodsco1,otus,
rodsol2,pezophaps,
rodsta2,necropsar,
rodtud1,nesoenas,
roeowl1,bubo,
rofpar2,pyrilia,
rofpar3,pyrrhura,
rofsha1,leucocarbo,
rohpar1,pyrrhura,
rolcis1,cisticola,
rolcis2,cisticola,
rolcis3,cisticola,
rolhaw,buteo,
roltyr1,phyllomyias,
roltyr2,phyllomyias,
rolwar1,phylloscopus,
romboo1,ninox,
ronbus1,clytoctantes,
ronwaa1,hypocnemis,
rook1,corvus,
ropbus1,rhodophoneus,
rorant1,herpsilochmus,
rorant2,myrmelastes,
rorbar1,roraimia,
rorfly1,myiophobus,
rornig1,setopagis,
rorpar,psittacula,
rosgoo,anser,
rosgul,rhodostethia,
rosmin1,pericrocotus,
rospip1,anthus,
rosrob1,petroica,
rosspo1,platalea,
rossta2,pastor,
roster,sterna,
rostur1,musophaga,
rotbec,pachyramphus,
rotlon1,macronyx,
rotman1,ceratopipra,
rotmyz1,myzomela,
rotmyz2,myzomela,
rotswi1,cypseloides,
rottan1,piranga,
rottan2,rhodinocichla,
rotwhe1,zosterops,
rourai1,rougetius,
rovrai1,gallirallus,
royalb1,diomedea,
royalb3,diomedea,
roycin1,cinclodes,
royfly1,onychorhynchus,
royfly2,onychorhynchus,
royfly3,onychorhynchus,
royfly5,onychorhynchus,
roypar1,erythrura,
roypen1,eudyptes,
royspo1,platalea,
roysun1,heliangelus,
royter1,thalasseus,
royter2,thalasseus,
rrbtyr1,cnemarchus,
rrwfin1,microspingus,
rsptyr1,euscarthmus,
rswfin1,poospizopsis,
rtatan1,habia,
rtathr1,neocossyphus,
rtbcoc1,calyptorhynchus,
rtbcuc1,chrysococcyx,
rtbeat1,merops,
rthhum,archilochus,
rtlhum,amazilia,
rtpgua1,pipile,
rtpthr1,cichladusa,
rtrthr1,monticola,
rtsrob1,cercotrichas,
rtwbab1,spelaeornis,
rtweye1,madanga,
ruacha1,myrmecocichla,
rubacc1,prunella,
rubaka1,sheppardia,
rubant1,formicarius,
rubant2,dysithamnus,
rubant3,isleria,
rubant4,formicivora,
rubant5,grallaricula,
rubant7,grallaricula,
rubbun1,emberiza,
rubcha1,ortalis,
rubcon1,conirostrum,
rubcra1,zapornia,
rubeag2,lophotriorchis,
rubeup1,euphonia,
rubfan1,rhipidura,
rubfan2,rhipidura,
rubfan3,rhipidura,
rubfly1,cyornis,
rubfly2,leptopogon,
rubfly3,anthipes,
rubhel1,prionops,
rubhem1,poospiza,
rubher,glaucis,
rubher2,ardeola,
rubhon1,ptiloprora,
rubhon2,conopophila,
rubkoo1,dacelo,
rublea1,sclerurus,
rubmin1,geositta,
rubmon1,neoxolmis,
rubnig1,lurocalis,
rubnil1,niltava,
rubnun1,nonnula,
ruboro1,psarocolius,
rubowl2,strix,
rubowl3,ciccaba,
rubpep1,cyclarhis,
rubpic1,picumnus,
rubred2,phoenicurus,
rubrob,turdus,
rubsab1,campylopterus,
rubsal1,pseudosaltator,
rubsee1,sporophila,
rubsee2,attagis,
rubsho1,brachypteryx,
rubsib1,leioptila,
rubsol1,cichlopsis,
rubspi2,synallaxis,
rubspi3,synallaxis,
rubspi4,cranioleuca,
rubspi5,cranioleuca,
rubswa1,cecropis,
rubtap1,liosceles,
rubthr1,turdus,
rubthr2,geokichla,
rubtit2,melaniparus,
rubtit3,melaniparus,
rubtre1,thripadectes,
rubtri1,lalage,
rubtyr1,phylloscartes,
rubwar1,locustella,
rubwhi1,pachycephala,
rubwoo1,dendrocopos,
rubwre1,pheugopedius,
rubwre2,troglodytes,
rucant1,thamnophilus,
rucant2,formicarius,
rucant3,pittasoma,
rucbab1,cyanoderma,
rucbab2,malacopteron,
rucbab3,sterrhoptilus,
ruccoq1,lophornis,
ruccra1,anurolimnas,
rucdot1,charadrius,
rucdov1,macropygia,
rucela1,elaenia,
rucemu1,stipiturus,
rucere1,eremomela,
rucfly1,ficedula,
rucfly3,ficedula,
rucful1,schoeniparus,
rucgre1,hylophilus,
ruchaw1,buteogallus,
ruchor1,anorrhinus,
ruchum1,goldmania,
ruckin,corthylio,
ruckin1,actenoides,
ruclau1,ianthocincla,
ruclau2,pterorhinus,
ruclau3,garrulax,
rucmon1,arses,
rucmot1,momotus,
rucmot2,baryphthengus,
rucnig1,caprimulgus,
rucnun1,nonnula,
rucrob1,turdus,
rucrol2,coracias,
rucsee1,sporophila,
rucspa,aimophila,
rucspa1,zonotrichia,
rucspa2,accipiter,
rucspi1,synallaxis,
rucsun2,chalcoparia,
rucswa2,cecropis,
ructan1,tachyphonus,
ructan2,tangara,
ructan3,thlypopsis,
ructan4,creurgops,
ructes1,tesia,
ructho1,chalcostigma,
rucwar,basileuterus,
rucwar1,myiothlypis,
rucwar4,basileuterus,
rudapa1,apalis,
rudcra1,laterallus,
rudduc,oxyura,
rudkin1,halcyon,
rudlar1,heteromirafra,
rudpig,patagioenas,
rudshe,tadorna,
rudspi1,synallaxis,
rudtof1,poecilotriccus,
rudtre1,margarornis,
rudtur,arenaria,
rudwoo1,dendrocincla,
ruebus1,eupodotis,
ruecha1,myrmecocichla,
ruegls1,lamprotornis,
ruegri1,gyps,
ruepar1,poicephalus,
ruewar1,curruca,
ruewar2,malcorus,
ruewea1,ploceus,
rufant1,grallaria,
rufant12,thamnistes,
rufant2,grallaria,
rufant3,formicarius,
rufant4,myrmelastes,
rufbab2,cyanoderma,
rufbab3,argya,
rufbar1,actinodura,
rufbri1,dasyornis,
rufcac2,pseudoseisura,
rufcan1,asthenes,
rufcas2,casiornis,
rufcha2,argya,
rufcis1,cisticola,
rufcou1,centropus,
rufcra1,laterallus,
rufcra2,laterallus,
ruff,calidris,
ruffan1,rhipidura,
ruffie1,calamanthus,
ruffie3,calamanthus,
ruffly1,myiarchus,
rufgle1,clibanornis,
rufgna2,conopophaga,
rufgna3,conopophaga,
rufgro,bonasa,
rufhor1,buceros,
rufhor2,furnarius,
rufhum,selasphorus,
rufimp1,ducula,
rufjuf1,vauriella,
ruflau1,garrulax,
rufmon1,symposiachrus,
rufmot1,baryphthengus,
rufmou1,rhytipterna,
rufnig1,antrostomus,
rufowl1,scotopelia,
rufowl2,ninox,
rufpar1,bolborhynchus,
rufpar2,hapalopsittaca,
rufpic1,sasia,
rufpih1,lipaugus,
rufpot1,nyctibius,
rufpri1,prinia,
rufpri2,prinia,
rufroc1,chaetops,
rufsab1,pampa,
rufsco1,megascops,
rufsht2,colluricincla,
rufsib1,heterophasia,
rufson1,cincloramphus,
rufspi1,synallaxis,
ruftai1,orthotomus,
ruftho1,phacellodomus,
ruftho3,phacellodomus,
rufthr1,neocossyphus,
ruftof1,poecilotriccus,
ruftre2,dendrocitta,
ruftre3,climacteris,
ruftre4,certhia,
ruftwi1,cnipodectes,
rufvan1,schetba,
rufwar1,abroscopus,
rufwhe1,tephrozosterops,
rufwhi1,pachycephala,
rufwoo2,micropternus,
rufwre1,cinnycerthia,
rugdov,columbina,
rugfly1,ficedula,
ruhcha1,ortalis,
ruhgoo1,chloephaga,
ruhpar2,psittiparus,
ruhpar3,psittiparus,
ruhrob1,larvivora,
ruhspi1,synallaxis,
ruhtai2,phyllergates,
ruhtan1,hemithraupis,
ruhwoo1,celeus,
rulkin1,todiramphus,
rulowl1,strix,
rultyr1,phylloscartes,
rumfly1,myiozetetes,
rumfog1,syndactyla,
rumgua1,penelope,
rumsof1,thripophaga,
rumwar1,crateroscelis,
runcou1,coua,
rungre1,pachysylvia,
runher1,nycticorax,
runhor1,aceros,
runlar1,mirafra,
runlau1,pterorhinus,
runpic1,picumnus,
runpit1,hydrornis,
runpuf1,malacoptila,
runsno1,montifringilla,
runspa1,accipiter,
runthr1,catharus,
runwhi1,aleadryas,
runwor1,aramides,
runwre1,campylorhynchus,
runwre3,campylorhynchus,
runwre4,campylorhynchus,
runwry1,jynx,
rupfly1,terpsiphone,
ruqdov,geotrygon,
rurant1,euchrepomis,
rurcha1,cossypha,
rurfog1,philydor,
rurgra1,graminicola,
rurlar1,pinarocorys,
rursee1,sporophila,
rusant1,thamnistes,
rusbir1,atrichornis,
rusbla,euphagus,
rusbro1,smithornis,
rusbun,emberiza,
ruscra1,laterallus,
rusflo1,diglossa,
rusger1,gerygone,
rushon1,ptiloprora,
ruslar1,mirafra,
ruslau1,pterorhinus,
ruspit1,pseudorectes,
russpa1,aimophila,
russpa2,passer,
rusthi1,cincloramphus,
rustin1,crypturellus,
ruswhi1,pachycephala,
ruswoo1,chaetocercus,
rutant1,drymophila,
rutant2,chamaeza,
rutant3,epinecrophylla,
rutant4,gymnopithys,
rutant5,grallaria,
rutatt1,attila,
rutbab1,moupinia,
rutbuh1,amaurornis,
rutdip1,cinclus,
rutfan1,rhipidura,
rutfla1,ramphotrigon,
rutfly1,myiarchus,
rutfly2,terenotriccus,
rutfly5,ficedula,
rutfly6,ficedula,
rutfly7,ficedula,
rutfog1,anabacerthia,
rutful1,schoeniparus,
ruthaw1,buteo,
ruther1,tigrisoma,
ruthon1,conopophila,
ruthum1,chrysolampis,
rutjac1,galbula,
rutkit1,harpagus,
rutlar2,ammomanes,
rutpar1,arborophila,
rutpar2,sinosuthora,
rutpla1,phytotoma,
rutpuf1,hypnelus,
rutpuf3,hypnelus,
rutrob1,larvivora,
rutsap1,hylocharis,
rutscr1,cercotrichas,
rutsha2,copsychus,
rutshr2,lanius,
rutsol1,myadestes,
ruttai1,orthotomus,
ruttan1,ixothraupis,
rutthr1,zoothera,
ruttyr1,knipolegus,
rutwea1,histurgops,
rutxen1,microxenops,
ruvcha1,ortalis,
ruvlau1,pterorhinus,
ruvnil1,niltava,
ruvpri1,laticilla,
ruvtap1,scytalopus,
ruvtit2,periparus,
ruvwar2,curruca,
ruvwhi1,urosticte,
ruvyuh1,yuhina,
ruwant2,thamnophilus,
ruwant4,herpsilochmus,
ruwapa1,oreolais,
ruwbar1,premnornis,
ruwbat1,batis,
ruwbri1,heliodoxa,
ruwbuz1,butastur,
ruwful1,schoeniparus,
ruwill1,illadopsis,
ruwphi2,philentoma,
ruwspa,peucaea,
ruwspa1,platyrinchus,
ruwsta1,aplonis,
ruwsun2,cinnyris,
ruwtan1,tangara,
ruwtur2,ruwenzorornis,
ruwtyr1,mecocerculus,
ruwwoo1,piculus,
rvgcuc1,neomorphus,
rvpfly1,terpsiphone,
rwbeye1,phlegopsis,
rwbtyr1,cnemarchus,
rwgcuc1,neomorphus,
rwgwar2,drymocichla,
rwwrai1,aramides,
ryumin1,pericrocotus,
ryupig1,columba,
ryurob1,larvivora,
ryusco1,otus,
saaswi1,apus,
sabgul,xema,
sabher1,ramphodon,
sabhum1,chrysuronia,
sabjay,cyanocorax,
sablar2,calendulauda,
sabred1,myioborus,
sabspa1,arremon,
sabspi1,rhaphidura,
sabsto1,ephippiorhynchus,
sacbla2,xanthopsar,
saccoc,cacatua,
sacibi1,threskiornis,
sacibi2,threskiornis,
sacibi3,threskiornis,
sackin1,todiramphus,
sacmel1,meliarchus,
sacmoo1,gallinula,
sacnig1,chordeiles,
sacsta1,aplonis,
sactan1,tangara,
sacthr2,zoothera,
sacthr3,zoothera,
sacwhe1,zosterops,
saddle2,philesturnus,
saddle3,philesturnus,
sadfly1,myiarchus,
saffin,sicalis,
safpar1,psittaculirostris,
safsis1,spinus,
safspa1,arremon,
