xenocanto_11_2,ebird2022_species,comment
eulampis jugularis,putcar1,Exact match
heliangelus mavors,ortsun1,Exact match
heliangelus amethysticollis,amtsun3,Exact match
heliangelus clarisse,amtsun2,Exact match
heliangelus spencei,amtsun4,Exact match
heliangelus strophianus,gorsun1,Exact match
heliangelus exortis,tousun1,Exact match
heliangelus viola,putsun1,Exact match
heliangelus regalis,roysun1,Exact match
sephanoides sephaniodes,grbfir1,Exact match
sephanoides fernandensis,juffir1,Exact match
discosura conversii,gretho1,Exact match
discosura popelairii,wictho2,Exact match
discosura langsdorffi,bkbtho1,Exact match
lophornis ornatus,tufcoq1,Exact match
lophornis gouldii,doecoq1,Exact match
lophornis magnificus,fricoq1,Exact match
lophornis brachylophus,shccoq,Exact match
lophornis delattrei,ruccoq1,Exact match
lophornis stictolophus,spacoq1,Exact match
lophornis chalybeus,fescoq3,Exact match
lophornis verreauxii,fescoq2,Exact match
lophornis pavoninus,peacoq1,Exact match
lophornis helenae,blccoq1,Exact match
lophornis adorabilis,whccoq1,Exact match
phlogophilus hemileucurus,ecupie1,Exact match
phlogophilus harterti,perpie1,Exact match
adelomyia melanogenys,spehum1,Exact match
aglaiocercus kingii,lotsyl1,Exact match
aglaiocercus coelestis,vitsyl1,Exact match
aglaiocercus berlepschi,vensyl1,Exact match
sappho sparganurus,retcom1,Exact match
polyonymus caroli,brtcom1,Exact match
oreotrochilus estella,andhil3,Exact match
oreotrochilus leucopleurus,whshil1,Exact match
oreotrochilus chimborazo,ecuhil1,Exact match
oreotrochilus cyanolaemus,buthil1,Exact match
oreotrochilus stolzmanni,andhil2,Exact match
oreotrochilus melanogaster,blbhil1,Exact match
oreotrochilus adela,wethil1,Exact match
opisthoprora euryptera,mouavo1,Exact match
lesbia victoriae,blttra1,Exact match
lesbia nuna,grttra1,Exact match
ramphomicron dorsale,blbtho1,Exact match
ramphomicron microrhynchum,pubtho1,Exact match
chalcostigma heteropogon,brttho1,Exact match
chalcostigma herrani,rabtho1,Exact match
chalcostigma ruficeps,ructho1,Exact match
chalcostigma olivaceum,olitho1,Exact match
chalcostigma stanleyi,blmtho1,Exact match
oxypogon stuebelii,bufhel1,Exact match
oxypogon cyanolaemus,bubhel1,Exact match
oxypogon lindenii,whbhel1,Exact match
oxypogon guerinii,gnbhel1,Exact match
oreonympha nobilis,beamou1,Exact match
metallura tyrianthina,tyrmet1,Exact match
metallura iracunda,permet1,Exact match
metallura williami,virmet1,Exact match
metallura baroni,vitmet1,Exact match
metallura odomae,nebmet1,Exact match
metallura theresiae,copmet1,Exact match
metallura aeneocauda,scamet1,Exact match
metallura phoebe,blamet1,Exact match
haplophaedia aureliae,grepuf1,Exact match
haplophaedia assimilis,butpuf1,Exact match
haplophaedia lugens,hoapuf1,Exact match
eriocnemis nigrivestis,blbpuf3,Exact match
eriocnemis isabellae,gorpuf1,Exact match
eriocnemis vestita,glopuf2,Exact match
eriocnemis derbyi,bltpuf1,Exact match
eriocnemis godini,tutpuf1,Exact match
eriocnemis cupreoventris,cobpuf1,Exact match
eriocnemis luciani,savpuf1,Exact match
eriocnemis mosquera,gobpuf1,Exact match
eriocnemis glaucopoides,blcpuf1,Exact match
eriocnemis mirabilis,colpuf2,Exact match
eriocnemis aline,embpuf1,Exact match
loddigesia mirabilis,marspa1,Exact match
aglaeactis cupripennis,shisun1,Exact match
aglaeactis castelnaudii,whtsun1,Exact match
aglaeactis aliciae,pubsun1,Exact match
aglaeactis pamela,blhsun1,Exact match
coeligena coeligena,broinc1,Exact match
coeligena wilsoni,broinc2,Exact match
coeligena prunellei,blainc1,Exact match
coeligena violifer,vitsta1,Exact match
coeligena iris,raista1,Exact match
coeligena phalerata,whtsta1,Exact match
coeligena orina,dussta1,Exact match
coeligena lutetiae,buwsta1,Exact match
coeligena helianthea,bltsta1,Exact match
lafresnaya lafresnayi,mouvel1,Exact match
ensifera ensifera,swbhum1,Exact match
pterophanes cyanopterus,gresap1,Exact match
boissonneaua flavescens,butcor1,Exact match
boissonneaua matthewsii,chbcor1,Exact match
boissonneaua jardini,vepcor1,Exact match
ocreatus underwoodii,boorat1,Exact match
ocreatus peruanus,boorat2,Exact match
ocreatus addae,rubrat1,Exact match
urochroa bougueri,whthil2,Exact match
urochroa leucura,whthil3,Exact match
urosticte benjamini,pubwhi1,Exact match
urosticte ruficrissa,ruvwhi1,Exact match
heliodoxa xanthogonys,vebbri1,Exact match
heliodoxa gularis,pitbri1,Exact match
heliodoxa branickii,ruwbri1,Exact match
heliodoxa schreibersii,bltbri1,Exact match
heliodoxa aurescens,goujew1,Exact match
heliodoxa rubinoides,fabbri1,Exact match
heliodoxa jacula,grcbri1,Exact match
heliodoxa imperatrix,empbri1,Exact match
heliodoxa leadbeateri,vifbri1,Exact match
patagona gigas,giahum1,Exact match
sternoclyta cyanopectus,vichum2,Exact match
hylonympha macrocerca,scthum1,Exact match
eugenes fulgens,maghum1,Exact match
eugenes spectabilis,maghum2,Exact match
panterpe insignis,fithum1,Exact match
heliomaster longirostris,lobsta1,Exact match
heliomaster constantii,plcsta,Exact match
heliomaster squamosus,stbsta1,Exact match
heliomaster furcifer,bltsta2,Exact match
lamprolaima rhami,gathum1,Exact match
calliphlox amethystina,amewoo1,Exact match
myrtis fanny,pucwoo1,Exact match
rhodopis vesper,oashum1,Exact match
myrmia micrura,shtwoo1,Exact match
thaumastura cora,pershe2,Exact match
philodice bryantae,matwoo1,Exact match
philodice mitchellii,putwoo1,Exact match
eulidia yarrellii,chiwoo1,Exact match
microstilbon burmeisteri,sltwoo1,Exact match
chaetocercus mulsant,whbwoo6,Exact match
chaetocercus bombus,litwoo5,Exact match
chaetocercus heliodor,gorwoo2,Exact match
chaetocercus astreans,samwoo2,Exact match
chaetocercus berlepschi,esmwoo2,Exact match
chaetocercus jourdanii,ruswoo1,Exact match
doricha enicura,sleshe1,Exact match
doricha eliza,mexshe1,Exact match
archilochus alexandri,bkchum,Exact match
archilochus colubris,rthhum,Exact match
mellisuga minima,verhum1,Exact match
mellisuga helenae,beehum1,Exact match
nesophlox evelynae,bahwoo,Exact match
nesophlox lyrura,inawoo2,Exact match
calypte anna,annhum,Exact match
calypte costae,coshum,Exact match
selasphorus calliope,calhum,Exact match
selasphorus rufus,rufhum,Exact match
selasphorus sasin,allhum,Exact match
selasphorus platycercus,brthum,Exact match
selasphorus heloisa,bumhum,Exact match
selasphorus ellioti,withum1,Exact match
selasphorus flammula,volhum1,Exact match
selasphorus scintilla,scihum1,Exact match
selasphorus ardens,glthum1,Exact match
phaeoptila sordida,dushum1,Exact match
riccordia ricordii,cubeme1,Exact match
riccordia bracei,braeme2,Exact match
riccordia swainsonii,hiseme1,Exact match
riccordia maugaeus,pureme1,Exact match
riccordia bicolor,blhhum1,Exact match
cynanthus auriceps,goceme1,Exact match
cynanthus forficatus,cozeme1,Exact match
cynanthus canivetii,caneme1,Exact match
chlorostilbon assimilis,gareme1,Exact match
chlorostilbon melanorhynchus,weseme1,Exact match
chlorostilbon gibsoni,rebeme1,Exact match
chlorostilbon mellisugus,blteme1,Exact match
chlorostilbon olivaresi,chieme1,Exact match
chlorostilbon lucidus,glbeme1,Exact match
chlorostilbon russatus,copeme1,Exact match
chlorostilbon stenurus,nateme2,Exact match
chlorostilbon alice,grteme1,Exact match
chlorostilbon poortmani,shteme1,Exact match
basilinna leucotis,whehum,Exact match
basilinna xantusii,xanhum,Exact match
pampa rufa,rufsab1,Exact match
abeillia abeillei,emchum1,Exact match
klais guimeti,vihhum1,Exact match
orthorhyncus cristatus,anchum1,Exact match
anthocephala floriceps,samblo1,Exact match
anthocephala berlepschi,tolblo1,Exact match
stephanoxis lalandi,plover3,Exact match
stephanoxis loddigesii,plover4,Exact match
campylopterus calcirupicola,gybsab4,Exact match
campylopterus diamantinensis,gybsab5,Exact match
campylopterus hyperythrus,rubsab1,Exact match
campylopterus ensipennis,whtsab1,Exact match
campylopterus falcatus,lazsab1,Exact match
campylopterus phainopeplus,samsab1,Exact match
campylopterus hemileucurus,viosab1,Exact match
campylopterus duidae,bubsab1,Exact match
campylopterus villaviscensio,napsab1,Exact match
chalybura urochrysia,brtplu1,Exact match
chalybura buffonii,whvplu1,Exact match
thalurania colombica,crowoo1,Exact match
thalurania furcata,fotwoo1,Exact match
thalurania watertonii,lotwoo2,Exact match
thalurania glaucopis,vicwoo2,Exact match
microchera albocoronata,snowca1,Exact match
microchera cupreiceps,coheme1,Exact match
microchera chionura,whteme1,Exact match
goldmania violiceps,vichum1,Exact match
goldmania bella,ruchum1,Exact match
eupherusa ridgwayi,mexwoo1,Exact match
eupherusa poliocerca,whthum1,Exact match
eupherusa eximia,stthum1,Exact match
eupherusa nigriventris,blbhum1,Exact match
phaeochroa cuvierii,scbhum1,Exact match
leucippus fallax,bufhum1,Exact match
thaumasius baeri,tumhum1,Exact match
thaumasius taczanowskii,spthum2,Exact match
taphrospilus hypostictus,mashum1,Exact match
eupetomena macroura,swthum1,Exact match
eupetomena cirrochloris,somhum1,Exact match
talaphorus chlorocercus,olshum1,Exact match
trochilus polytmus,stream2,Exact match
trochilus scitulus,stream3,Exact match
leucolia violiceps,vichum,Exact match
saucerottia cyanocephala,azchum1,Exact match
saucerottia hoffmanni,buvhum1,Exact match
saucerottia beryllina,berhum,Exact match
saucerottia cyanura,blthum1,Exact match
saucerottia edward,snbhum1,Exact match
saucerottia saucerottei,stvhum2,Exact match
saucerottia cyanifrons,inchum1,Exact match
saucerottia castaneiventris,chbhum1,Exact match
saucerottia tobaci,corhum1,Exact match
amazilia rutila,cinhum1,Exact match
amazilia yucatanensis,bubhum,Exact match
amazilia tzacatl,rtlhum,Exact match
amazilia luciae,honeme1,Exact match
amazilia boucardi,manhum1,Exact match
amazilis amazilia,amahum1,Exact match
uranomitra franciae,andeme1,Exact match
chrysuronia goudoti,shghum1,Exact match
chrysuronia oenone,gotsap1,Exact match
chrysuronia versicolor,vereme1,Exact match
chrysuronia coeruleogularis,sathum1,Exact match
chrysuronia lilliae,sabhum1,Exact match
chrysuronia humboldtii,humsap2,Exact match
chrysuronia grayi,blhsap1,Exact match
chrysuronia brevirostris,whceme1,Exact match
chrysuronia leucogaster,plbeme1,Exact match
leucochloris albicollis,whthum2,Exact match
chionomesa fimbriata,glteme1,Exact match
chionomesa lactea,saseme1,Exact match
hylocharis sapphirina,rutsap1,Exact match
elliotomyia chionogaster,whbhum1,Exact match
elliotomyia viridicauda,gawhum1,Exact match
polyerata amabilis,blchum1,Exact match
polyerata decora,chahum1,Exact match
polyerata rosenbergi,puchum1,Exact match
chlorestes candida,whbeme1,Exact match
chlorestes cyanus,whcsap1,Exact match
chlorestes julie,vibhum1,Exact match
chlorestes notata,bucsap1,Exact match
corythaeola cristata,grbtur1,Exact match
crinifer piscator,wesple1,Exact match
crinifer zonurus,easple1,Exact match
tauraco macrorhynchus,yebtur1,Exact match
tauraco bannermani,bantur1,Exact match
tauraco leucolophus,whctur2,Exact match
tauraco erythrolophus,rectur1,Exact match
tauraco persa,guitur1,Exact match
tauraco livingstonii,livtur1,Exact match
tauraco schalowi,schtur1,Exact match
tauraco corythaix,knytur1,Exact match
tauraco schuettii,blbtur1,Exact match
tauraco fischeri,fistur1,Exact match
tauraco hartlaubi,hartur1,Exact match
otis tarda,grebus1,Exact match
ardeotis arabs,arabus1,Exact match
ardeotis kori,korbus1,Exact match
ardeotis nigriceps,indbus1,Exact match
ardeotis australis,ausbus1,Exact match
chlamydotis undulata,houbus1,Exact match
chlamydotis macqueenii,macbus1,Exact match
neotis ludwigii,ludbus1,Exact match
neotis denhami,stabus1,Exact match
neotis heuglinii,heubus1,Exact match
neotis nuba,nubbus1,Exact match
eupodotis senegalensis,whbbus2,Exact match
eupodotis humilis,libbus1,Exact match
lissotis melanogaster,bkbbus1,Exact match
lissotis hartlaubii,harbus2,Exact match
houbaropsis bengalensis,benflo2,Exact match
sypheotides indicus,lesflo2,Exact match
tetrax tetrax,litbus1,Exact match
guira guira,guicuc1,Exact match
crotophaga major,greani1,Exact match
crotophaga ani,smbani,Exact match
crotophaga sulcirostris,grbani,Exact match
tapera naevia,strcuc1,Exact match
dromococcyx phasianellus,phecuc1,Exact match
dromococcyx pavoninus,pavcuc1,Exact match
geococcyx californianus,greroa,Exact match
geococcyx velox,lesroa1,Exact match
centropus milo,buhcou1,Exact match
centropus chalybeus,biacou1,Exact match
centropus unirufus,rufcou1,Exact match
centropus chlororhynchos,grbcou2,Exact match
centropus melanops,blfcou1,Exact match
centropus steerii,blhcou1,Exact match
centropus rectunguis,shtcou1,Exact match
centropus celebensis,baycou1,Exact match
centropus anselli,gabcou1,Exact match
centropus leucogaster,bltcou1,Exact match
centropus senegalensis,sencou1,Exact match
centropus monachus,blhcou2,Exact match
centropus cupreicaudus,cotcou1,Exact match
centropus nigrorufus,suncou1,Exact match
centropus sinensis,grecou1,Exact match
centropus toulou,madcou1,Exact match
centropus goliath,golcou1,Exact match
centropus grillii,blacou1,Exact match
centropus viridis,phicou1,Exact match
centropus bengalensis,lescou1,Exact match
centropus violaceus,viocou1,Exact match
centropus andamanensis,andcou1,Exact match
coua delalandei,snecou1,Exact match
coua cristata,crecou1,Exact match
coua verreauxi,vercou1,Exact match
coua caerulea,blucou1,Exact match
coua ruficeps,reccou1,Exact match
coua reynaudii,refcou1,Exact match
coua coquereli,coqcou1,Exact match
coua cursor,runcou1,Exact match
coua gigas,giacou1,Exact match
coua serriana,rebcou1,Exact match
rhinortha chlorophaea,rafmal1,Exact match
ceuthmochares aereus,yellow5,Exact match
ceuthmochares australis,yellow6,Exact match
taccocua leschenaultii,sirmal1,Exact match
zanclostomus javanicus,rebmal2,Exact match
rhamphococcyx calyorhynchus,yebmal1,Exact match
phaenicophaeus curvirostris,chbmal2,Exact match
phaenicophaeus pyrrhocephalus,refmal1,Exact match
phaenicophaeus sumatranus,chbmal1,Exact match
phaenicophaeus viridirostris,blfmal1,Exact match
phaenicophaeus diardi,blbmal1,Exact match
phaenicophaeus tristis,grbmal1,Exact match
dasylophus cumingi,scfmal1,Exact match
clamator coromandus,chwcuc1,Exact match
clamator glandarius,grscuc1,Exact match
clamator levaillantii,levcuc1,Exact match
coccycua minuta,litcuc2,Exact match
coccycua pumila,dwacuc1,Exact match
coccycua cinerea,asccuc1,Exact match
piaya cayana,squcuc1,Exact match
piaya melanogaster,blbcuc1,Exact match
coccyzus melacoryphus,dabcuc1,Exact match
coccyzus americanus,yebcuc,Exact match
coccyzus euleri,pebcuc1,Exact match
coccyzus minor,mancuc,Exact match
coccyzus ferrugineus,coccuc1,Exact match
coccyzus erythropthalmus,bkbcuc,Exact match
coccyzus pluvialis,chbcuc4,Exact match
coccyzus rufigularis,babcuc4,Exact match
pachycoccyx audeberti,thbcuc1,Exact match
microdynamis parva,dwakoe1,Exact match
eudynamys scolopaceus,asikoe2,Exact match
eudynamys melanorhynchus,bkbkoe1,Exact match
eudynamys orientalis,asikoe3,Exact match
scythrops novaehollandiae,chbcuc2,Exact match
chrysococcyx maculatus,asecuc1,Exact match
chrysococcyx xanthorhynchus,viocuc1,Exact match
chrysococcyx klaas,klacuc1,Exact match
chrysococcyx flavigularis,yetcuc1,Exact match
chrysococcyx cupreus,afecuc1,Exact match
chrysococcyx megarhynchus,lobcuc1,Exact match
chrysococcyx osculans,blecuc1,Exact match
cacomantis pallidus,palcuc1,Exact match
cacomantis castaneiventris,chbcuc3,Exact match
cacomantis flabelliformis,fatcuc1,Exact match
cacomantis sonneratii,babcuc2,Exact match
cacomantis merulinus,placuc1,Exact match
cacomantis aeruginosus,molcuc1,Exact match
cercococcyx mechowi,dltcuc1,Exact match
cercococcyx olivinus,oltcuc1,Exact match
cercococcyx montanus,bltcuc1,Exact match
surniculus velutinus,phidrc1,Exact match
surniculus lugubris,asidrc3,Exact match
surniculus dicruroides,asidrc2,Exact match
surniculus musschenbroeki,asidrc4,Exact match
hierococcyx vagans,mohcuc1,Exact match
hierococcyx sparverioides,larhac2,Exact match
hierococcyx bocki,larhac1,Exact match
hierococcyx varius,cohcuc1,Exact match
hierococcyx pectoralis,phhcuc1,Exact match
hierococcyx fugax,malhac1,Exact match
hierococcyx nisicolor,hodhac1,Exact match
cuculus clamosus,blacuc1,Exact match
cuculus solitarius,reccuc1,Exact match
cuculus poliocephalus,lescuc1,Exact match
cuculus crassirostris,suhcuc1,Exact match
cuculus micropterus,indcuc1,Exact match
cuculus rochii,madcuc1,Exact match
cuculus gularis,afrcuc1,Exact match
cuculus saturatus,himcuc1,Exact match
cuculus optatus,oricuc2,Exact match
cuculus lepidus,suncuc2,Exact match
cuculus canorus,comcuc,Exact match
nannococcyx psix,sthcuc1,Exact match
mesitornis variegatus,whbmes2,Exact match
mesitornis unicolor,bromes1,Exact match
monias benschi,submes1,Exact match
syrrhaptes tibetanus,tibsan1,Exact match
syrrhaptes paradoxus,palsan1,Exact match
pterocles alchata,pitsan1,Exact match
pterocles namaqua,namsan1,Exact match
pterocles exustus,chbsan,Exact match
pterocles senegallus,sposan1,Exact match
pterocles orientalis,blbsan1,Exact match
pterocles gutturalis,yetsan1,Exact match
pterocles coronatus,crosan1,Exact match
pterocles decoratus,blfsan1,Exact match
pterocles personatus,madsan1,Exact match
pterocles lichtensteinii,licsan1,Exact match
pterocles indicus,paisan1,Exact match
pterocles quadricinctus,fobsan1,Exact match
pterocles bicinctus,dobsan1,Exact match
pterocles burchelli,bursan1,Exact match
columba rupestris,hilpig1,Exact match
columba leuconota,snopig1,Exact match
columba guinea,spepig1,Exact match
