ioc_12_2,clements
platalea leucorodia,platalea leucorodia
platalea minor,platalea minor
platalea alba,platalea alba
platalea regia,platalea regia
platalea flavipes,platalea flavipes
platalea ajaja,platalea ajaja
zonerodius heliosylus,zonerodius heliosylus
tigriornis leucolopha,tigriornis leucolopha
tigrisoma lineatum,tigrisoma lineatum
tigrisoma fasciatum,tigrisoma fasciatum
tigrisoma mexicanum,tigrisoma mexicanum
agamia agami,agamia agami
cochlearius cochlearius,cochlearius cochlearius
zebrilus undulatus,zebrilus undulatus
botaurus stellaris,botaurus stellaris
botaurus poiciloptilus,botaurus poiciloptilus
botaurus lentiginosus,botaurus lentiginosus
botaurus pinnatus,botaurus pinnatus
ixobrychus involucris,ixobrychus involucris
ixobrychus exilis,ixobrychus exilis
ixobrychus minutus,ixobrychus minutus
ixobrychus dubius,ixobrychus dubius
ixobrychus novaezelandiae,ixobrychus novaezelandiae
ixobrychus sinensis,ixobrychus sinensis
ixobrychus eurhythmus,ixobrychus eurhythmus
ixobrychus cinnamomeus,ixobrychus cinnamomeus
ixobrychus sturmii,ixobrychus sturmii
ixobrychus flavicollis,ixobrychus flavicollis
gorsachius magnificus,gorsachius magnificus
gorsachius goisagi,gorsachius goisagi
gorsachius melanolophus,gorsachius melanolophus
gorsachius leuconotus,gorsachius leuconotus
nycticorax nycticorax,nycticorax nycticorax
nycticorax olsoni,unknown
nycticorax duboisi,nycticorax duboisi
nycticorax mauritianus,nycticorax mauritianus
nycticorax megacephalus,nycticorax megacephalus
nycticorax caledonicus,nycticorax caledonicus
nyctanassa violacea,nyctanassa violacea
nyctanassa carcinocatactes,nyctanassa carcinocatactes
butorides virescens,butorides virescens
butorides sundevalli,unknown
butorides striata,butorides striata
ardeola ralloides,ardeola ralloides
ardeola grayii,ardeola grayii
ardeola bacchus,ardeola bacchus
ardeola speciosa,ardeola speciosa
ardeola idae,ardeola idae
ardeola rufiventris,ardeola rufiventris
bubulcus ibis,bubulcus ibis
bubulcus coromandus,unknown
ardea cinerea,ardea cinerea
ardea herodias,ardea herodias
ardea cocoi,ardea cocoi
ardea pacifica,ardea pacifica
ardea melanocephala,ardea melanocephala
ardea humbloti,ardea humbloti
ardea insignis,ardea insignis
ardea sumatrana,ardea sumatrana
ardea goliath,ardea goliath
ardea purpurea,ardea purpurea
ardea alba,ardea alba
ardea intermedia,ardea intermedia
pilherodius pileatus,pilherodius pileatus
syrigma sibilatrix,syrigma sibilatrix
egretta picata,egretta picata
egretta novaehollandiae,egretta novaehollandiae
egretta rufescens,egretta rufescens
egretta ardesiaca,egretta ardesiaca
egretta vinaceigula,egretta vinaceigula
egretta tricolor,egretta tricolor
egretta caerulea,egretta caerulea
egretta thula,egretta thula
egretta garzetta,egretta garzetta
egretta gularis,egretta gularis
egretta dimorpha,unknown
egretta sacra,egretta sacra
egretta eulophotes,egretta eulophotes
scopus umbretta,scopus umbretta
balaeniceps rex,balaeniceps rex
pelecanus onocrotalus,pelecanus onocrotalus
pelecanus rufescens,pelecanus rufescens
pelecanus philippensis,pelecanus philippensis
pelecanus crispus,pelecanus crispus
pelecanus conspicillatus,pelecanus conspicillatus
pelecanus erythrorhynchos,pelecanus erythrorhynchos
pelecanus occidentalis,pelecanus occidentalis
pelecanus thagus,pelecanus thagus
opisthocomus hoazin,opisthocomus hoazin
gymnogyps californianus,gymnogyps californianus
sarcoramphus papa,sarcoramphus papa
vultur gryphus,vultur gryphus
coragyps atratus,coragyps atratus
cathartes aura,cathartes aura
cathartes burrovianus,cathartes burrovianus
cathartes melambrotus,cathartes melambrotus
sagittarius serpentarius,sagittarius serpentarius
pandion haliaetus,pandion haliaetus
elanus caeruleus,elanus caeruleus
elanus axillaris,elanus axillaris
elanus leucurus,elanus leucurus
elanus scriptus,elanus scriptus
gampsonyx swainsonii,gampsonyx swainsonii
chelictinia riocourii,chelictinia riocourii
polyboroides typus,polyboroides typus
polyboroides radiatus,polyboroides radiatus
gypohierax angolensis,gypohierax angolensis
gypaetus barbatus,gypaetus barbatus
neophron percnopterus,neophron percnopterus
eutriorchis astur,eutriorchis astur
leptodon cayanensis,leptodon cayanensis
leptodon forbesi,leptodon forbesi
chondrohierax uncinatus,chondrohierax uncinatus
chondrohierax wilsonii,unknown
pernis apivorus,pernis apivorus
pernis ptilorhynchus,pernis ptilorhynchus
pernis celebensis,pernis celebensis
pernis steerei,pernis steerei
elanoides forficatus,elanoides forficatus
lophoictinia isura,lophoictinia isura
hamirostra melanosternon,hamirostra melanosternon
aviceda cuculoides,aviceda cuculoides
aviceda madagascariensis,aviceda madagascariensis
aviceda jerdoni,aviceda jerdoni
aviceda subcristata,aviceda subcristata
aviceda leuphotes,aviceda leuphotes
henicopernis longicauda,henicopernis longicauda
henicopernis infuscatus,henicopernis infuscatus
necrosyrtes monachus,necrosyrtes monachus
gyps africanus,gyps africanus
gyps bengalensis,gyps bengalensis
gyps indicus,gyps indicus
gyps tenuirostris,gyps tenuirostris
gyps rueppelli,gyps rueppelli
gyps himalayensis,gyps himalayensis
gyps fulvus,gyps fulvus
gyps coprotheres,gyps coprotheres
sarcogyps calvus,sarcogyps calvus
trigonoceps occipitalis,trigonoceps occipitalis
aegypius monachus,aegypius monachus
torgos tracheliotos,torgos tracheliotos
spilornis cheela,spilornis cheela
spilornis klossi,spilornis klossi
spilornis kinabaluensis,spilornis kinabaluensis
spilornis rufipectus,spilornis rufipectus
spilornis holospilus,spilornis holospilus
spilornis elgini,spilornis elgini
pithecophaga jefferyi,pithecophaga jefferyi
circaetus gallicus,circaetus gallicus
circaetus beaudouini,circaetus beaudouini
circaetus pectoralis,circaetus pectoralis
circaetus cinereus,circaetus cinereus
circaetus fasciolatus,circaetus fasciolatus
circaetus cinerascens,circaetus cinerascens
dryotriorchis spectabilis,dryotriorchis spectabilis
terathopius ecaudatus,terathopius ecaudatus
macheiramphus alcinus,macheiramphus alcinus
harpyopsis novaeguineae,harpyopsis novaeguineae
morphnus guianensis,morphnus guianensis
harpia harpyja,harpia harpyja
nisaetus cirrhatus,nisaetus cirrhatus
nisaetus floris,nisaetus floris
nisaetus nipalensis,nisaetus nipalensis
nisaetus kelaarti,nisaetus kelaarti
nisaetus alboniger,nisaetus alboniger
nisaetus bartelsi,nisaetus bartelsi
nisaetus lanceolatus,nisaetus lanceolatus
nisaetus philippensis,nisaetus philippensis
nisaetus pinskeri,nisaetus pinskeri
nisaetus nanus,nisaetus nanus
spizaetus tyrannus,spizaetus tyrannus
spizaetus melanoleucus,spizaetus melanoleucus
spizaetus ornatus,spizaetus ornatus
spizaetus isidori,spizaetus isidori
stephanoaetus coronatus,stephanoaetus coronatus
lophotriorchis kienerii,lophotriorchis kienerii
polemaetus bellicosus,polemaetus bellicosus
lophaetus occipitalis,lophaetus occipitalis
ictinaetus malaiensis,ictinaetus malaiensis
clanga pomarina,clanga pomarina
clanga hastata,clanga hastata
clanga clanga,clanga clanga
hieraaetus wahlbergi,hieraaetus wahlbergi
hieraaetus pennatus,hieraaetus pennatus
hieraaetus morphnoides,hieraaetus morphnoides
hieraaetus weiskei,hieraaetus weiskei
hieraaetus ayresii,hieraaetus ayresii
aquila rapax,aquila rapax
aquila nipalensis,aquila nipalensis
aquila adalberti,aquila adalberti
aquila heliaca,aquila heliaca
aquila gurneyi,aquila gurneyi
aquila chrysaetos,aquila chrysaetos
aquila audax,aquila audax
aquila verreauxii,aquila verreauxii
aquila africana,aquila africana
aquila fasciata,aquila fasciata
aquila spilogaster,aquila spilogaster
harpagus bidentatus,harpagus bidentatus
harpagus diodon,harpagus diodon
kaupifalco monogrammicus,kaupifalco monogrammicus
micronisus gabar,micronisus gabar
melierax metabates,melierax metabates
melierax poliopterus,melierax poliopterus
melierax canorus,melierax canorus
urotriorchis macrourus,urotriorchis macrourus
erythrotriorchis buergersi,erythrotriorchis buergersi
erythrotriorchis radiatus,erythrotriorchis radiatus
megatriorchis doriae,megatriorchis doriae
microspizias superciliosus,accipiter superciliosus
microspizias collaris,accipiter collaris
accipiter trivirgatus,accipiter trivirgatus
accipiter griseiceps,accipiter griseiceps
accipiter poliogaster,accipiter poliogaster
accipiter toussenelii,accipiter toussenelii
accipiter tachiro,accipiter tachiro
accipiter castanilius,accipiter castanilius
accipiter badius,accipiter badius
accipiter butleri,accipiter butleri
accipiter brevipes,accipiter brevipes
accipiter soloensis,accipiter soloensis
accipiter francesiae,accipiter francesiae
accipiter trinotatus,accipiter trinotatus
accipiter novaehollandiae,accipiter novaehollandiae
accipiter hiogaster,accipiter hiogaster
accipiter fasciatus,accipiter fasciatus
accipiter melanochlamys,accipiter melanochlamys
accipiter albogularis,accipiter albogularis
accipiter haplochrous,accipiter haplochrous
accipiter rufitorques,accipiter rufitorques
accipiter henicogrammus,accipiter henicogrammus
accipiter luteoschistaceus,accipiter luteoschistaceus
accipiter imitator,accipiter imitator
accipiter poliocephalus,accipiter poliocephalus
accipiter princeps,accipiter princeps
accipiter erythropus,accipiter erythropus
accipiter minullus,accipiter minullus
accipiter gularis,accipiter gularis
accipiter virgatus,accipiter virgatus
accipiter nanus,accipiter nanus
accipiter erythrauchen,accipiter erythrauchen
accipiter cirrocephalus,accipiter cirrocephalus
accipiter brachyurus,accipiter brachyurus
accipiter rhodogaster,accipiter rhodogaster
accipiter madagascariensis,accipiter madagascariensis
accipiter ovampensis,accipiter ovampensis
accipiter nisus,accipiter nisus
accipiter rufiventris,accipiter rufiventris
accipiter striatus,accipiter striatus
accipiter chionogaster,unknown
accipiter ventralis,unknown
accipiter erythronemius,unknown
accipiter cooperii,accipiter cooperii
accipiter gundlachi,accipiter gundlachi
accipiter bicolor,accipiter bicolor
accipiter chilensis,unknown
accipiter melanoleucus,accipiter melanoleucus
accipiter henstii,accipiter henstii
accipiter gentilis,accipiter gentilis
accipiter meyerianus,accipiter meyerianus
circus aeruginosus,circus aeruginosus
circus spilonotus,circus spilonotus
circus spilothorax,circus spilothorax
circus approximans,circus approximans
circus ranivorus,circus ranivorus
circus maillardi,circus maillardi
circus macrosceles,circus macrosceles
circus buffoni,circus buffoni
circus assimilis,circus assimilis
circus maurus,circus maurus
circus cyaneus,circus cyaneus
circus hudsonius,circus hudsonius
circus cinereus,circus cinereus
circus macrourus,circus macrourus
circus melanoleucos,circus melanoleucos
circus pygargus,circus pygargus
milvus milvus,milvus milvus
milvus migrans,milvus migrans
milvus aegyptius,unknown
haliastur sphenurus,haliastur sphenurus
haliastur indus,haliastur indus
haliaeetus leucogaster,haliaeetus leucogaster
haliaeetus sanfordi,haliaeetus sanfordi
haliaeetus vocifer,haliaeetus vocifer
haliaeetus vociferoides,haliaeetus vociferoides
haliaeetus leucoryphus,haliaeetus leucoryphus
haliaeetus albicilla,haliaeetus albicilla
haliaeetus leucocephalus,haliaeetus leucocephalus
haliaeetus pelagicus,haliaeetus pelagicus
haliaeetus humilis,haliaeetus humilis
haliaeetus ichthyaetus,haliaeetus ichthyaetus
butastur rufipennis,butastur rufipennis
butastur teesa,butastur teesa
butastur liventer,butastur liventer
butastur indicus,butastur indicus
ictinia mississippiensis,ictinia mississippiensis
ictinia plumbea,ictinia plumbea
busarellus nigricollis,busarellus nigricollis
rostrhamus sociabilis,rostrhamus sociabilis
helicolestes hamatus,helicolestes hamatus
geranospiza caerulescens,geranospiza caerulescens
cryptoleucopteryx plumbea,cryptoleucopteryx plumbea
buteogallus schistaceus,buteogallus schistaceus
buteogallus anthracinus,buteogallus anthracinus
buteogallus gundlachii,buteogallus gundlachii
buteogallus aequinoctialis,buteogallus aequinoctialis
buteogallus meridionalis,buteogallus meridionalis
buteogallus lacernulatus,buteogallus lacernulatus
buteogallus urubitinga,buteogallus urubitinga
buteogallus solitarius,buteogallus solitarius
buteogallus coronatus,buteogallus coronatus
morphnarchus princeps,morphnarchus princeps
rupornis magnirostris,rupornis magnirostris
parabuteo unicinctus,parabuteo unicinctus
parabuteo leucorrhous,parabuteo leucorrhous
geranoaetus albicaudatus,geranoaetus albicaudatus
geranoaetus polyosoma,geranoaetus polyosoma
geranoaetus melanoleucus,geranoaetus melanoleucus
pseudastur polionotus,pseudastur polionotus
pseudastur albicollis,pseudastur albicollis
pseudastur occidentalis,pseudastur occidentalis
leucopternis semiplumbeus,leucopternis semiplumbeus
leucopternis melanops,leucopternis melanops
leucopternis kuhli,leucopternis kuhli
bermuteo avivorus,bermuteo avivorus
buteo plagiatus,buteo plagiatus
buteo nitidus,buteo nitidus
buteo lineatus,buteo lineatus
buteo ridgwayi,buteo ridgwayi
buteo platypterus,buteo platypterus
buteo albigula,buteo albigula
buteo brachyurus,buteo brachyurus
buteo solitarius,buteo solitarius
buteo swainsoni,buteo swainsoni
buteo galapagoensis,buteo galapagoensis
buteo albonotatus,buteo albonotatus
buteo jamaicensis,buteo jamaicensis
buteo ventralis,buteo ventralis
buteo regalis,buteo regalis
buteo lagopus,buteo lagopus
buteo hemilasius,buteo hemilasius
buteo japonicus,buteo japonicus
buteo refectus,buteo refectus
buteo rufinus,buteo rufinus
buteo bannermani,buteo bannermani
buteo socotraensis,buteo socotraensis
buteo buteo,buteo buteo
buteo trizonatus,buteo trizonatus
buteo oreophilus,buteo oreophilus
buteo auguralis,buteo auguralis
buteo brachypterus,buteo brachypterus
buteo augur,buteo augur
,buteo archeri
buteo rufofuscus,buteo rufofuscus
tyto tenebricosa,tyto tenebricosa
tyto multipunctata,unknown
tyto inexspectata,tyto inexspectata
tyto nigrobrunnea,tyto nigrobrunnea
tyto sororcula,tyto sororcula
tyto manusi,tyto manusi
tyto aurantia,tyto aurantia
,tyto almae
tyto novaehollandiae,tyto novaehollandiae
tyto rosenbergii,tyto rosenbergii
tyto soumagnei,tyto soumagnei
tyto alba,tyto alba
tyto furcata,unknown
tyto javanica,unknown
tyto deroepstorffi,tyto deroepstorffi
tyto glaucops,tyto glaucops
tyto capensis,tyto capensis
tyto longimembris,tyto longimembris
phodilus prigoginei,phodilus prigoginei
phodilus badius,phodilus badius
phodilus assimilis,phodilus assimilis
uroglaux dimorpha,uroglaux dimorpha
ninox albifacies,sceloglaux albifacies
ninox rufa,ninox rufa
ninox strenua,ninox strenua
ninox connivens,ninox connivens
ninox rudolfi,ninox rudolfi
ninox boobook,ninox boobook
ninox rotiensis,ninox rotiensis
ninox fusca,ninox fusca
ninox plesseni,ninox plesseni
ninox leucopsis,unknown
ninox novaeseelandiae,ninox novaeseelandiae
ninox japonica,ninox japonica
ninox scutulata,ninox scutulata
ninox obscura,ninox obscura
ninox randi,ninox randi
ninox affinis,ninox affinis
ninox philippensis,ninox philippensis
ninox spilocephala,ninox spilocephala
ninox leventisi,ninox leventisi
ninox reyi,ninox reyi
ninox rumseyi,ninox rumseyi
ninox spilonotus,ninox spilonotus
ninox mindorensis,ninox mindorensis
ninox sumbaensis,ninox sumbaensis
ninox burhani,ninox burhani
ninox ochracea,ninox ochracea
ninox ios,ninox ios
ninox hypogramma,ninox hypogramma
ninox hantu,ninox hantu
ninox squamipila,ninox squamipila
ninox forbesi,ninox forbesi
ninox natalis,ninox natalis
ninox meeki,ninox meeki
ninox theomacha,ninox theomacha
ninox punctulata,ninox punctulata
ninox odiosa,ninox odiosa
ninox variegata,ninox variegata
margarobyas lawrencii,margarobyas lawrencii
taenioptynx brodiei,taenioptynx brodiei
taenioptynx sylvaticus,taenioptynx sylvaticus
micrathene whitneyi,micrathene whitneyi
xenoglaux loweryi,xenoglaux loweryi
aegolius funereus,aegolius funereus
aegolius acadicus,aegolius acadicus
aegolius gradyi,aegolius gradyi
aegolius ridgwayi,aegolius ridgwayi
aegolius harrisii,aegolius harrisii
athene cunicularia,athene cunicularia
athene brama,athene brama
