ebird2021,bird_families,comment
przpar1,phasianidae,
przros1,urocynchramidae,
psfdov1,columbidae,
ptipig1,columbidae,
ptmgem,trochilidae,
ptpfin1,thraupidae,
ptwfin1,thraupidae,
puaioh,turdidae,
pubbul1,pycnonotidae,
pubcot1,cotingidae,
pubhon1,meliphagidae,
pubjay1,corvidae,
publor1,psittaculidae,
pubsun1,trochilidae,
pubsun3,nectariniidae,
pubsun4,nectariniidae,
pubtho1,trochilidae,
pubwhi1,trochilidae,
pucfai1,trochilidae,
pucfai2,maluridae,
pucfrd1,columbidae,
puchum1,trochilidae,
puclor1,psittaculidae,
puctur2,musophagidae,
pucwoo1,trochilidae,
pughon1,meliphagidae,
pugsta1,sturnidae,
pugtyr1,tyrannidae,
pullon1,macrosphenidae,
pumstp1,oceanitidae,
pumtan2,thraupidae,
puncan1,furnariidae,
punibi1,threskiornithidae,
punlor1,psittaculidae,
punmin1,furnariidae,
punplo1,charadriidae,
punsni1,scolopacidae,
punsun1,nectariniidae,
puntap1,rhinocryptidae,
puntea1,anatidae,
punthi1,furnariidae,
puntin1,tinamidae,
purbul1,thraupidae,
purcoc1,turdidae,
pureme1,trochilidae,
purfin,fringillidae,
purfly1,tyrannidae,
purgal2,rallidae,
purgre2,estrildidae,
purher1,ardeidae,
purhon1,thraupidae,
purind1,viduidae,
purjac1,galbulidae,
purjac2,galbulidae,
purjay1,corvidae,
purlic1,cuculidae,
purmar,hirundinidae,
purnee1,apodidae,
purnig1,caprimulgidae,
purpar1,psittacidae,
purpar2,psittacidae,
purrol1,coraciidae,
pursan,scolopacidae,
purspi,spindalidae,
pursun3,nectariniidae,
pursun4,nectariniidae,
purswa1,rallidae,
purswa2,rallidae,
purswa3,rallidae,
purswa4,rallidae,
purswa5,rallidae,
purswa6,rallidae,
purtan1,nesospingidae,
purtod1,todidae,
purvir1,vireonidae,
purwoo1,picidae,
putbab1,pellorneidae,
putbul1,pycnonotidae,
putcar1,trochilidae,
putcot1,cotingidae,
putcus1,campephagidae,
puteup1,fringillidae,
putfru1,cotingidae,
putsun1,trochilidae,
putsun3,nectariniidae,
putwoo1,trochilidae,
puvill1,pellorneidae,
puwrol1,coraciidae,
puyfin1,thraupidae,
pvttyr1,tyrannidae,
pwgdov1,columbidae,
pybfly1,muscicapidae,
pycpet1,procellariidae,
pygant1,thamnophilidae,
pygbab1,zosteropidae,
pygbat1,platysteiridae,
pygcor2,phalacrocoracidae,
pygcus1,campephagidae,
pygfal1,falconidae,
pygflo1,dicaeidae,
pyghap1,psittaculidae,
pyghon1,melanocharitidae,
pyglor1,psittaculidae,
pygnig1,caprimulgidae,
pygnut,sittidae,
pygsun2,nectariniidae,
pygswi1,apodidae,
pygswi2,apodidae,
pygtit1,aegithalidae,
pygwoo1,picidae,
pyrrhu,cardinalidae,
pywbab1,pnoepygidae,
pyweye1,zosteropidae,
quailp1,turnicidae,
quaind1,viduidae,
quctin1,tinamidae,
rabcur2,cracidae,
rabeat1,meropidae,
rabgro1,cardinalidae,
rablor1,psittaculidae,
rabtho1,trochilidae,
rabthr1,turdidae,
racmal1,ploceidae,
radacc1,prunellidae,
radshe1,anatidae,
radwar1,phylloscopidae,
rafdov1,columbidae,
rafmal1,cuculidae,
ragmac1,psittacidae,
railor1,psittaculidae,
railor2,psittaculidae,
railor3,psittaculidae,
railor5,psittaculidae,
railor6,psittaculidae,
railor7,psittaculidae,
railor8,psittaculidae,
raipar1,psittaculidae,
raipit1,pittidae,
raiqua1,phasianidae,
raista1,trochilidae,
rampig1,columbidae,
ranwar1,bernieridae,
rarmon1,monarchidae,
rarsta1,sturnidae,
rasowl1,strigidae,
ratcis1,cisticolidae,
ratcoq2,trochilidae,
ratrol2,coraciidae,
rattre1,corvidae,
rattre2,corvidae,
rawant1,grallariidae,
rawcra1,rallidae,
rawspi2,furnariidae,
rawwre1,troglodytidae,
raybar1,lybiidae,
rayfin1,thraupidae,
raytan1,thraupidae,
razorb,alcidae,
razsky1,alaudidae,
rbbeat1,meropidae,
rbbfin1,passerellidae,
rbbmag,corvidae,
rbbrob1,muscicapidae,
rbbtyr1,tyrannidae,
rbbwea1,ploceidae,
rbctyr1,tyrannidae,
rbdhor1,bucerotidae,
rbfdov1,columbidae,
rbgcuc1,cuculidae,
rbifin1,thraupidae,
rbopar1,paradisaeidae,
rbopar2,paradisaeidae,
rbpkin1,alcedinidae,
rbppar1,psittaculidae,
rbptan1,mitrospingidae,
rbsbab1,timaliidae,
rbsfin1,thraupidae,
rbsrob1,muscicapidae,
rbwbab1,pellorneidae,
rbwfin1,thraupidae,
rbwfin2,thraupidae,
rbwqua1,odontophoridae,
rcatan1,cardinalidae,
rcbfin1,passerellidae,
rcfdov1,columbidae,
rcgspa1,passerellidae,
rcmbab1,leiothrichidae,
rcnthr1,turdidae,
rcqdov1,columbidae,
rcrcha1,muscicapidae,
rcsbab1,timaliidae,
rctspi1,furnariidae,
rcttyr1,tyrannidae,
rcweye1,platysteiridae,
rdjant1,thamnophilidae,
rdjant2,thamnophilidae,
rebbla1,icteridae,
rebbrt1,megapodiidae,
rebbus1,thamnophilidae,
rebbut2,turnicidae,
rebcha1,cardinalidae,
rebcho1,corvidae,
rebcou1,cuculidae,
rebcur1,cracidae,
rebdot1,charadriidae,
rebduc1,anatidae,
rebeme1,trochilidae,
rebfai1,maluridae,
rebfin1,passerellidae,
rebfir1,estrildidae,
rebfir2,estrildidae,
rebflo1,dicaeidae,
rebfly,muscicapidae,
rebfra1,phasianidae,
rebfru1,cotingidae,
rebgoo1,anatidae,
rebgra1,icteridae,
rebhaw2,accipitridae,
rebhor1,bucerotidae,
rebkin2,alcedinidae,
reblei,leiothrichidae,
rebmac2,psittacidae,
rebmal1,ploceidae,
rebmal2,cuculidae,
rebmer,anatidae,
rebmou1,coliidae,
rebmyz1,meliphagidae,
rebnut,sittidae,
reboxp1,buphagidae,
rebpar1,psittacidae,
rebpar2,psittacidae,
rebpar3,phasianidae,
rebpar4,psittaculidae,
rebpar5,phasianidae,
rebpar6,pardalotidae,
rebpar7,psittacidae,
rebpig1,columbidae,
rebpit1,pittidae,
rebpyt1,estrildidae,
rebque1,ploceidae,
rebsap,picidae,
rebscy1,furnariidae,
rebshr1,laniidae,
rebsta1,sturnidae,
rebtou2,ramphastidae,
rebtre1,climacteridae,
rebtro,phaethontidae,
rebtyr2,tyrannidae,
rebwhe1,muscicapidae,
rebwoo,picidae,
rebwoo1,furnariidae,
rebwoo4,furnariidae,
recbar1,megalaimidae,
recbus1,otididae,
recbut1,turnicidae,
reccar,thraupidae,
reccar2,thraupidae,
reccar3,thraupidae,
reccar4,thraupidae,
reccor,estrildidae,
reccot1,cotingidae,
reccou1,cuculidae,
reccra1,gruidae,
reccro1,macrosphenidae,
reccuc1,cuculidae,
recdov1,columbidae,
recfin1,thraupidae,
recflo1,dicaeidae,
recflo2,dicaeidae,
recflu1,sarothruridae,
recgos1,accipitridae,
reclar1,alaudidae,
reclor1,psittaculidae,
recmal1,cuculidae,
recmal2,ploceidae,
recman1,pipridae,
recmyz1,meliphagidae,
recowl1,strigidae,
recpar,psittacidae,
recpar1,psittaculidae,
recpar2,psittaculidae,
recpar3,psittacidae,
recplo1,charadriidae,
recpoc,anatidae,
recrob1,petroicidae,
recsun2,nectariniidae,
recswa1,hirundinidae,
rectur1,musophagidae,
recwid1,ploceidae,
recwoo,picidae,
recwoo1,picidae,
recwoo2,picidae,
redava,estrildidae,
redbis,ploceidae,
redcro,fringillidae,
redcro9,fringillidae,
redegr,ardeidae,
redfod1,ploceidae,
redgos1,accipitridae,
redhea,anatidae,
redher1,trochilidae,
redjun,phasianidae,
redkit1,accipitridae,
redkno,scolopacidae,
redlor1,psittaculidae,
redmyz1,meliphagidae,
redpha1,scolopacidae,
redrai1,rallidae,
redsho1,anatidae,
redsis1,fringillidae,
redspu1,phasianidae,
redthr1,acanthizidae,
redwar1,parulidae,
redwat1,meliphagidae,
redwin,turdidae,
reebul1,pycnonotidae,
reebun,emberizidae,
reedov1,columbidae,
reefir1,estrildidae,
reepar1,psittacidae,
reepar2,estrildidae,
reepar3,sylviidae,
reephe1,phasianidae,
reepuf1,malaconotidae,
reevir,vireonidae,
refant1,estrildidae,
refbar1,lybiidae,
refbar2,lybiidae,
refblu,muscicapidae,
refboo,sulidae,
refcis1,cisticolidae,
refcoo1,rallidae,
refcor,phalacrocoracidae,
refcou1,cuculidae,
refcro1,macrosphenidae,
refdov1,columbidae,
reffal1,falconidae,
refgua1,cracidae,
reflio2,leiothrichidae,
reflio3,leiothrichidae,
reflor1,psittaculidae,
reflor2,psittaculidae,
refmac1,psittacidae,
refmal1,cuculidae,
refmou1,coliidae,
refpar1,psittacidae,
refpar2,psittacidae,
refpar3,psittacidae,
refpar4,psittaculidae,
refpar5,psittacidae,
refpyt1,estrildidae,
refros1,fringillidae,
refspi1,furnariidae,
reftin1,lybiidae,
refwar,parulidae,
refwar2,cisticolidae,
regbow1,ptilonorhynchidae,
regcoo1,rallidae,
reghon1,meliphagidae,
regpar1,psittaculidae,
regsun2,nectariniidae,
regwhi1,pachycephalidae,
rehbar1,capitonidae,
rehblu1,estrildidae,
rehbul1,fringillidae,
rehbun1,emberizidae,
rehcis2,cisticolidae,
rehfin1,estrildidae,
rehfla1,picidae,
rehfod1,ploceidae,
rehfod3,ploceidae,
rehlov1,psittaculidae,
rehmal1,ploceidae,
rehman1,pipridae,
rehmyz1,meliphagidae,
rehpar1,estrildidae,
rehque1,ploceidae,
rehtan1,cardinalidae,
rehtan2,cardinalidae,
rehtro1,trogonidae,
rehvul1,accipitridae,
rehwea1,ploceidae,
rehwoo,picidae,
reifir1,estrildidae,
reipar1,psittaculidae,
reisee1,fringillidae,
reisee2,fringillidae,
reisun2,nectariniidae,
reityr1,tyrannidae,
reiwoo1,picidae,
rekcoo1,rallidae,
rekdot1,charadriidae,
rekflo1,dicaeidae,
relcor1,phalacrocoracidae,
relcra1,rallidae,
relgul2,laridae,
relhon1,thraupidae,
relkit,laridae,
relpar,psittacidae,
relpar1,phasianidae,
relpar4,psittacidae,
relser1,cariamidae,
relthr1,turdidae,
reltin1,tinamidae,
relwhi1,pachycephalidae,
rempar,psittacidae,
remros1,fringillidae,
renara1,ramphastidae,
renavo1,recurvirostridae,
renbus1,malaconotidae,
renbuz1,accipitridae,
rencra1,rallidae,
renfal1,falconidae,
renfan1,rhipiduridae,
renfra1,phasianidae,
rengre,podicipedidae,
renibi1,threskiornithidae,
rennig1,caprimulgidae,
renpar1,psittacidae,
renpha,scolopacidae,
rensap,picidae,
renshr1,monarchidae,
rensta1,sturnidae,
rensti,scolopacidae,
rentan1,thraupidae,
rentro1,trogonidae,
renwhi1,pachycephalidae,
renwoo1,picidae,
repcis1,cisticolidae,
rercac1,icteridae,
rerfru1,cotingidae,
rerpar1,psittaculidae,
rerswa1,hirundinidae,
rerswa3,hirundinidae,
rertin1,lybiidae,
rerwax1,estrildidae,
rerwhe1,muscicapidae,
rerwoo1,picidae,
resbla1,icteridae,
rescus1,campephagidae,
resflo1,dicaeidae,
resfly1,monarchidae,
reshaw,accipitridae,
resmac2,psittacidae,
resowl1,strigidae,
respar1,psittaculidae,
respar2,psittacidae,
resque1,trogonidae,
resspi2,furnariidae,
resswa2,hirundinidae,
restan1,thraupidae,
restyr1,tyrannidae,
resvan1,vangidae,
reswar1,sylviidae,
reswoo1,picidae,
retale1,muscicapidae,
retbar1,megalaimidae,
retcar2,falconidae,
retcom1,trochilidae,
retgre1,pycnonotidae,
rethaw,accipitridae,
rethel1,vangidae,
retlau1,leiothrichidae,
retloo,gaviidae,
retlor1,psittaculidae,
retmin1,leiothrichidae,
retmyz1,meliphagidae,
retnew1,vangidae,
retpar1,psittacidae,
retpar3,estrildidae,
retpip,motacillidae,
retspa1,accipitridae,
retsun2,nectariniidae,
retsun3,nectariniidae,
retswa2,hirundinidae,
retthr1,turdidae,
rettit2,paridae,
rettro,phaethontidae,
retvan1,vangidae,
retwhe1,muscicapidae,
retwhe2,muscicapidae,
reubul1,pycnonotidae,
reucus1,campephagidae,
reuhar2,accipitridae,
reuhar3,accipitridae,
reukes1,falconidae,
reunih1,ardeidae,
reurai1,rallidae,
reusco1,strigidae,
reushe1,anatidae,
reusol1,threskiornithidae,
reusta1,sturnidae,
reusto1,muscicapidae,
reuwhe1,zosteropidae,
revbar1,megalaimidae,
revbul,pycnonotidae,
revmal1,ploceidae,
rewbla,icteridae,
rewbul,pycnonotidae,
reweye1,zosteropidae,
rewfai1,maluridae,
rewfra2,phasianidae,
rewlap1,charadriidae,
rewlar1,alaudidae,
rewlau1,leiothrichidae,
rewpar1,psittaculidae,
rewpri1,cisticolidae,
rewpyt1,estrildidae,
rewsta1,sturnidae,
rewtin1,tinamidae,
rfcwin1,estrildidae,
rfwqua1,odontophoridae,
rfwwar1,phylloscopidae,
rhgrol1,brachypteraciidae,
rhiauk,alcidae,
rhihor1,bucerotidae,
rhptyr1,tyrannidae,
ribant1,thamnophilidae,
ribgul,laridae,
ricpip1,motacillidae,
ridhaw1,accipitridae,
ridrai1,rallidae,
ridswi1,apodidae,
riflem1,acanthisittidae,
rimrew1,acrocephalidae,
rinant2,tyrannidae,
rindov,columbidae,
rinduc,anatidae,
rinfra2,phasianidae,
rinkin1,alcedinidae,
rinouz1,turdidae,
rinphe,phasianidae,
rinphe2,phasianidae,
rinsco1,strigidae,
rintea1,anatidae,
rinwoo1,picidae,
riospi1,furnariidae,
risant1,thamnophilidae,
rispet1,hydrobatidae,
ritast1,paradisaeidae,
ritdro1,dicruridae,
ritpig,columbidae,
rivlap1,charadriidae,
rivpri1,cisticolidae,
rivter1,laridae,
rivtyr1,tyrannidae,
rivtyr2,tyrannidae,
rivwar1,parulidae,
rivwre1,troglodytidae,
riwfin1,thraupidae,
rkipig1,columbidae,
rmfdov1,columbidae,
rnbfin1,passerellidae,
rnfdov1,columbidae,
rnfgle1,furnariidae,
rngtyr1,tyrannidae,
rnwrai1,rallidae,
roahaw,accipitridae,
robacc1,prunellidae,
robbun1,cardinalidae,
robcha1,cardinalidae,
robeat1,meropidae,
robgro,cardinalidae,
robpoc1,anatidae,
robpri1,cisticolidae,
robqua1,phasianidae,
robwhe1,zosteropidae,
robwoo1,picidae,
rocbun1,emberizidae,
rocear1,furnariidae,
rocfir1,estrildidae,
rocmar1,hirundinidae,
rocmar2,hirundinidae,
rocnut1,sittidae,
rocpar1,psittaculidae,
rocpar2,phasianidae,
rocpen1,spheniscidae,
rocpen4,spheniscidae,
rocpet1,passeridae,
rocpig,columbidae,
rocpih1,cotingidae,
rocpip1,motacillidae,
rocpra1,glareolidae,
rocpta1,phasianidae,
rocsan,scolopacidae,
rocsun2,nectariniidae,
roctap1,rhinocryptidae,
rocwar1,acanthizidae,
rocwre,troglodytidae,
rodbrw1,acrocephalidae,
rodfod1,ploceidae,
rodnih1,ardeidae,
rodpar1,psittaculidae,
rodrai1,rallidae,
rodsco1,strigidae,
rodsol2,columbidae,
rodsta2,sturnidae,
rodtud1,columbidae,
roeowl1,strigidae,
rofpar2,psittacidae,
rofpar3,psittacidae,
rofsha1,phalacrocoracidae,
rohpar1,psittacidae,
rolcis1,cisticolidae,
rolcis3,cisticolidae,
rolhaw,accipitridae,
roltyr1,tyrannidae,
roltyr2,tyrannidae,
rolwar1,phylloscopidae,
romboo1,strigidae,
ronbus1,thamnophilidae,
ronwaa1,thamnophilidae,
rook1,corvidae,
ropbus1,malaconotidae,
rorant1,thamnophilidae,
rorant2,thamnophilidae,
rorbar1,furnariidae,
rorfly1,tyrannidae,
rornig1,caprimulgidae,
rorpar,psittaculidae,
rosgoo,anatidae,
rosgul,laridae,
rosmin1,campephagidae,
rospip1,motacillidae,
rosrob1,petroicidae,
rosspo1,threskiornithidae,
rossta2,sturnidae,
roster,laridae,
rostur1,musophagidae,
rotbec,tityridae,
rotlon1,motacillidae,
rotman1,pipridae,
rotmyz1,meliphagidae,
rotmyz2,meliphagidae,
rotswi1,apodidae,
rottan1,cardinalidae,
rottan2,rhodinocichlidae,
rotwhe1,zosteropidae,
rourai1,rallidae,
rovrai1,rallidae,
royalb1,diomedeidae,
royalb3,diomedeidae,
roycin1,furnariidae,
royfly1,oxyruncidae,
royfly2,oxyruncidae,
royfly3,oxyruncidae,
royfly5,oxyruncidae,
roypar1,estrildidae,
roypen1,spheniscidae,
royspo1,threskiornithidae,
roysun1,trochilidae,
royter1,laridae,
royter2,laridae,
rrbtyr1,tyrannidae,
rrwfin1,thraupidae,
rsptyr1,tyrannidae,
rswfin1,thraupidae,
rtatan1,cardinalidae,
rtathr1,turdidae,
rtbcoc1,cacatuidae,
rtbcuc1,cuculidae,
rtbeat1,meropidae,
rthhum,trochilidae,
rtlhum,trochilidae,
rtpgua1,cracidae,
rtpthr1,muscicapidae,
rtrthr1,muscicapidae,
rtsrob1,muscicapidae,
rtwbab1,timaliidae,
rtweye1,motacillidae,
ruacha1,muscicapidae,
rubacc1,prunellidae,
rubaka1,muscicapidae,
rubant1,formicariidae,
rubant2,thamnophilidae,
rubant3,thamnophilidae,
rubant4,thamnophilidae,
rubant5,grallariidae,
rubant7,grallariidae,
rubbun1,emberizidae,
rubcha1,cracidae,
rubcon1,thraupidae,
rubcra1,rallidae,
rubeag2,accipitridae,
rubeup1,fringillidae,
rubfan1,rhipiduridae,
rubfan2,rhipiduridae,
rubfan3,rhipiduridae,
rubfly1,muscicapidae,
rubfly2,tyrannidae,
rubfly3,muscicapidae,
rubhel1,vangidae,
rubhem1,thraupidae,
rubher,trochilidae,
rubher2,ardeidae,
rubhon1,meliphagidae,
rubhon2,meliphagidae,
rubkoo1,alcedinidae,
rublea1,furnariidae,
rubmin1,furnariidae,
rubmon1,tyrannidae,
rubnig1,caprimulgidae,
rubnil1,muscicapidae,
rubnun1,bucconidae,
ruboro1,icteridae,
rubowl2,strigidae,
rubowl3,strigidae,
rubpep1,vireonidae,
rubpic1,picidae,
rubred2,muscicapidae,
rubrob,turdidae,
rubsab1,trochilidae,
rubsal1,thraupidae,
rubsee1,thraupidae,
rubsee2,thinocoridae,
rubsho1,muscicapidae,
rubsib1,leiothrichidae,
rubsol1,turdidae,
rubspi2,furnariidae,
rubspi3,furnariidae,
rubspi4,furnariidae,
rubspi5,furnariidae,
rubswa1,hirundinidae,
rubtap1,rhinocryptidae,
rubthr1,turdidae,
rubthr2,turdidae,
rubtit2,paridae,
rubtit3,paridae,
rubtre1,furnariidae,
rubtri1,campephagidae,
rubtyr1,tyrannidae,
rubwar1,locustellidae,
rubwhi1,pachycephalidae,
rubwoo1,picidae,
rubwre1,troglodytidae,
rubwre2,troglodytidae,
rucant1,thamnophilidae,
rucant2,formicariidae,
rucant3,conopophagidae,
rucbab1,timaliidae,
rucbab2,pellorneidae,
rucbab3,zosteropidae,
ruccoq1,trochilidae,
ruccra1,rallidae,
rucdot1,charadriidae,
rucdov1,columbidae,
rucela1,tyrannidae,
rucemu1,maluridae,
rucere1,cisticolidae,
rucfly1,muscicapidae,
rucfly3,muscicapidae,
rucful1,pellorneidae,
rucgre1,vireonidae,
ruchaw1,accipitridae,
ruchor1,bucerotidae,
ruchum1,trochilidae,
ruckin,regulidae,
ruckin1,alcedinidae,
ruclau1,leiothrichidae,
ruclau2,leiothrichidae,
ruclau3,leiothrichidae,
rucmon1,monarchidae,
rucmot1,momotidae,
rucmot2,momotidae,
rucnig1,caprimulgidae,
rucnun1,bucconidae,
rucrob1,turdidae,
rucrol2,coraciidae,
rucsee1,thraupidae,
rucspa,passerellidae,
rucspa1,passerellidae,
rucspa2,accipitridae,
rucspi1,furnariidae,
rucsun2,nectariniidae,
rucswa2,hirundinidae,
ructan1,thraupidae,
ructan2,thraupidae,
ructan3,thraupidae,
ructan4,thraupidae,
ructes1,scotocercidae,
ructho1,trochilidae,
rucwar,parulidae,
rucwar1,parulidae,
rucwar4,parulidae,
rudapa1,cisticolidae,
rudcra1,rallidae,
rudduc,anatidae,
rudkin1,alcedinidae,
rudlar1,alaudidae,
rudpig,columbidae,
rudshe,anatidae,
rudspi1,furnariidae,
rudtof1,tyrannidae,
rudtre1,furnariidae,
rudtur,scolopacidae,
rudwoo1,furnariidae,
ruebus1,otididae,
ruecha1,muscicapidae,
ruegls1,sturnidae,
ruegri1,accipitridae,
ruepar1,psittacidae,
ruewar1,sylviidae,
ruewar2,cisticolidae,
ruewea1,ploceidae,
rufant1,grallariidae,
rufant12,thamnophilidae,
rufant2,grallariidae,
rufant3,formicariidae,
rufant4,thamnophilidae,
rufbab2,timaliidae,
rufbab3,leiothrichidae,
rufbar1,leiothrichidae,
rufbri1,dasyornithidae,
rufcac2,furnariidae,
rufcan1,furnariidae,
rufcas2,tyrannidae,
rufcha2,leiothrichidae,
rufcis1,cisticolidae,
rufcou1,cuculidae,
rufcra1,rallidae,
rufcra2,rallidae,
ruff,scolopacidae,
ruffan1,rhipiduridae,
ruffie1,acanthizidae,
ruffie3,acanthizidae,
ruffly1,tyrannidae,
rufgle1,furnariidae,
rufgna2,conopophagidae,
rufgna3,conopophagidae,
rufgro,phasianidae,
rufhor1,bucerotidae,
rufhor2,furnariidae,
rufhum,trochilidae,
rufimp1,columbidae,
rufjuf1,muscicapidae,
ruflau1,leiothrichidae,
rufmon1,monarchidae,
rufmot1,momotidae,
rufmou1,tyrannidae,
rufnig1,caprimulgidae,
rufowl1,strigidae,
rufowl2,strigidae,
rufpar1,psittacidae,
rufpar2,psittacidae,
rufpic1,picidae,
rufpih1,cotingidae,
rufpot1,nyctibiidae,
rufpri1,cisticolidae,
rufpri2,cisticolidae,
rufroc1,chaetopidae,
rufsab1,trochilidae,
rufsco1,strigidae,
rufsht2,pachycephalidae,
rufsib1,leiothrichidae,
rufson1,locustellidae,
rufspi1,furnariidae,
ruftai1,cisticolidae,
ruftho1,furnariidae,
ruftho3,furnariidae,
rufthr1,turdidae,
ruftof1,tyrannidae,
ruftre2,corvidae,
ruftre3,climacteridae,
ruftre4,certhiidae,
ruftwi1,tyrannidae,
rufvan1,vangidae,
rufwar1,scotocercidae,
rufwhe1,zosteropidae,
rufwhi1,pachycephalidae,
rufwoo2,picidae,
rufwre1,troglodytidae,
rugdov,columbidae,
rugfly1,muscicapidae,
ruhcha1,cracidae,
ruhgoo1,anatidae,
ruhpar2,sylviidae,
ruhpar3,sylviidae,
ruhrob1,muscicapidae,
ruhspi1,furnariidae,
ruhtai2,scotocercidae,
ruhtan1,thraupidae,
ruhwoo1,picidae,
rulkin1,alcedinidae,
rulowl1,strigidae,
rultyr1,tyrannidae,
rumfly1,tyrannidae,
rumfog1,furnariidae,
rumgua1,cracidae,
rumsof1,furnariidae,
rumwar1,acanthizidae,
runcou1,cuculidae,
rungre1,vireonidae,
runher1,ardeidae,
runhor1,bucerotidae,
runlar1,alaudidae,
runlau1,leiothrichidae,
runpic1,picidae,
runpit1,pittidae,
runpuf1,bucconidae,
runsno1,passeridae,
runspa1,accipitridae,
runthr1,turdidae,
runwhi1,oreoicidae,
runwor1,rallidae,
runwre1,troglodytidae,
runwre3,troglodytidae,
runwre4,troglodytidae,
runwry1,picidae,
rupfly1,monarchidae,
ruqdov,columbidae,
rurant1,thamnophilidae,
rurcha1,muscicapidae,
rurfog1,furnariidae,
rurgra1,pellorneidae,
rurlar1,alaudidae,
rursee1,thraupidae,
rusant1,thamnophilidae,
rusbir1,atrichornithidae,
rusbla,icteridae,
rusbro1,calyptomenidae,
rusbun,emberizidae,
ruscra1,rallidae,
rusflo1,thraupidae,
rusger1,acanthizidae,
rushon1,meliphagidae,
ruslar1,alaudidae,
ruslau1,leiothrichidae,
ruspit1,pachycephalidae,
russpa1,passerellidae,
russpa2,passeridae,
rusthi1,locustellidae,
rustin1,tinamidae,
ruswhi1,pachycephalidae,
ruswoo1,trochilidae,
rutant1,thamnophilidae,
rutant2,formicariidae,
rutant3,thamnophilidae,
rutant4,thamnophilidae,
rutant5,grallariidae,
rutatt1,tyrannidae,
rutbab1,sylviidae,
rutbuh1,rallidae,
rutdip1,cinclidae,
rutfan1,rhipiduridae,
rutfla1,tyrannidae,
rutfly1,tyrannidae,
rutfly2,oxyruncidae,
rutfly5,muscicapidae,
rutfly6,muscicapidae,
rutfly7,muscicapidae,
rutfog1,furnariidae,
rutful1,pellorneidae,
ruthaw1,accipitridae,
ruther1,ardeidae,
ruthon1,meliphagidae,
ruthum1,trochilidae,
rutjac1,galbulidae,
rutkit1,accipitridae,
rutlar2,alaudidae,
rutpar1,phasianidae,
rutpar2,sylviidae,
rutpla1,cotingidae,
rutpuf1,bucconidae,
rutpuf3,bucconidae,
rutrob1,muscicapidae,
rutsap1,trochilidae,
rutsha2,muscicapidae,
rutshr2,laniidae,
rutsol1,turdidae,
ruttai1,cisticolidae,
ruttan1,thraupidae,
rutthr1,turdidae,
ruttyr1,tyrannidae,
rutwea1,ploceidae,
rutxen1,furnariidae,
ruvcha1,cracidae,
ruvlau1,leiothrichidae,
ruvnil1,muscicapidae,
ruvpri1,pellorneidae,
ruvtap1,rhinocryptidae,
ruvtit2,paridae,
ruvwar2,sylviidae,
ruvwhi1,trochilidae,
ruvyuh1,zosteropidae,
ruwant2,thamnophilidae,
ruwant4,thamnophilidae,
ruwapa1,cisticolidae,
ruwbar1,furnariidae,
ruwbat1,platysteiridae,
ruwbri1,trochilidae,
ruwbuz1,accipitridae,
ruwful1,pellorneidae,
ruwill1,pellorneidae,
ruwphi2,vangidae,
ruwspa,passerellidae,
ruwspa1,tyrannidae,
ruwsta1,sturnidae,
ruwsun2,nectariniidae,
ruwtan1,thraupidae,
ruwtur2,musophagidae,
ruwtyr1,tyrannidae,
ruwwoo1,picidae,
rvgcuc1,cuculidae,
rvpfly1,monarchidae,
rwbeye1,thamnophilidae,
rwbtyr1,tyrannidae,
rwgcuc1,cuculidae,
rwgwar2,cisticolidae,
rwwrai1,rallidae,
ryumin1,campephagidae,
ryupig1,columbidae,
ryurob1,muscicapidae,
ryusco1,strigidae,
saaswi1,apodidae,
sabgul,laridae,
sabher1,trochilidae,
sabhum1,trochilidae,
sabjay,corvidae,
sablar2,alaudidae,
sabred1,parulidae,
sabspa1,passerellidae,
sabspi1,apodidae,
sabsto1,ciconiidae,
sacbla2,icteridae,
saccoc,cacatuidae,
sacibi1,threskiornithidae,
sacibi3,threskiornithidae,
sackin1,alcedinidae,
sacmel1,meliphagidae,
sacmoo1,rallidae,
sacnig1,caprimulgidae,
sacsta1,sturnidae,
sactan1,thraupidae,
sacthr2,turdidae,
sacthr3,turdidae,
sacwhe1,zosteropidae,
saddle2,callaeidae,
saddle3,callaeidae,
sadfly1,tyrannidae,
saffin,thraupidae,
safpar1,psittaculidae,
safsis1,fringillidae,
safspa1,passerellidae,
saftou2,ramphastidae,
saggro,phasianidae,
sagspa1,passerellidae,
sagthr,mimidae,
sahpar1,psittacidae,
sahpar2,psittaculidae,
sairew1,acrocephalidae,
sakfal1,falconidae,
sakrai1,rallidae,
sakwar1,locustellidae,
sakwea1,ploceidae,
salalb1,diomedeidae,
salant1,thamnophilidae,
salcur1,cracidae,
salere1,cisticolidae,
salmon1,tyrannidae,
salnig1,caprimulgidae,
salphe1,phasianidae,
salpri1,procellariidae,
salser1,fringillidae,
saltea1,anatidae,
salwar1,phylloscopidae,
