ebird2021,bird_orders,comment
rentan1,passeriformes,
rentro1,trogoniformes,
renwhi1,passeriformes,
renwoo1,piciformes,
repcis1,passeriformes,
rercac1,passeriformes,
rerfru1,passeriformes,
rerpar1,psittaciformes,
rerswa1,passeriformes,
rerswa3,passeriformes,
rertin1,piciformes,
rerwax1,passeriformes,
rerwhe1,passeriformes,
rerwoo1,piciformes,
resbla1,passeriformes,
rescus1,passeriformes,
resflo1,passeriformes,
resfly1,passeriformes,
reshaw,accipitriformes,
resmac2,psittaciformes,
resowl1,strigiformes,
respar1,psittaciformes,
respar2,psittaciformes,
resque1,trogoniformes,
resspi2,passeriformes,
resswa2,passeriformes,
restan1,passeriformes,
restyr1,passeriformes,
resvan1,passeriformes,
reswar1,passeriformes,
reswoo1,piciformes,
retale1,passeriformes,
retbar1,piciformes,
retcar2,falconiformes,
retcom1,caprimulgiformes,
retgre1,passeriformes,
rethaw,accipitriformes,
rethel1,passeriformes,
retlau1,passeriformes,
retloo,gaviiformes,
retlor1,psittaciformes,
retmin1,passeriformes,
retmyz1,passeriformes,
retnew1,passeriformes,
retpar1,psittaciformes,
retpar3,passeriformes,
retpip,passeriformes,
retspa1,accipitriformes,
retsun2,passeriformes,
retsun3,passeriformes,
retswa2,passeriformes,
retthr1,passeriformes,
rettit2,passeriformes,
rettro,phaethontiformes,
retvan1,passeriformes,
retwhe1,passeriformes,
retwhe2,passeriformes,
reubul1,passeriformes,
reucus1,passeriformes,
reuhar2,accipitriformes,
reuhar3,accipitriformes,
reukes1,falconiformes,
reunih1,pelecaniformes,
reurai1,gruiformes,
reusco1,strigiformes,
reushe1,anseriformes,
reusol1,pelecaniformes,
reusta1,passeriformes,
reusto1,passeriformes,
reuwhe1,passeriformes,
revbar1,piciformes,
revbul,passeriformes,
revmal1,passeriformes,
rewbla,passeriformes,
rewbul,passeriformes,
reweye1,passeriformes,
rewfai1,passeriformes,
rewfra2,galliformes,
rewlap1,charadriiformes,
rewlar1,passeriformes,
rewlau1,passeriformes,
rewpar1,psittaciformes,
rewpri1,passeriformes,
rewpyt1,passeriformes,
rewsta1,passeriformes,
rewtin1,tinamiformes,
rfcwin1,passeriformes,
rfwqua1,galliformes,
rfwwar1,passeriformes,
rhgrol1,coraciiformes,
rhiauk,charadriiformes,
rhihor1,bucerotiformes,
rhptyr1,passeriformes,
ribant1,passeriformes,
ribgul,charadriiformes,
ricpip1,passeriformes,
ridhaw1,accipitriformes,
ridrai1,gruiformes,
ridswi1,caprimulgiformes,
riflem1,passeriformes,
rimrew1,passeriformes,
rinant2,passeriformes,
rindov,columbiformes,
rinduc,anseriformes,
rinfra2,galliformes,
rinkin1,coraciiformes,
rinouz1,passeriformes,
rinphe,galliformes,
rinphe2,galliformes,
rinsco1,strigiformes,
rintea1,anseriformes,
rinwoo1,piciformes,
riospi1,passeriformes,
risant1,passeriformes,
rispet1,procellariiformes,
ritast1,passeriformes,
ritdro1,passeriformes,
ritpig,columbiformes,
rivlap1,charadriiformes,
rivpri1,passeriformes,
rivter1,charadriiformes,
rivtyr1,passeriformes,
rivtyr2,passeriformes,
rivwar1,passeriformes,
rivwre1,passeriformes,
riwfin1,passeriformes,
rkipig1,columbiformes,
rmfdov1,columbiformes,
rnbfin1,passeriformes,
rnfdov1,columbiformes,
rnfgle1,passeriformes,
rngtyr1,passeriformes,
rnwrai1,gruiformes,
roahaw,accipitriformes,
robacc1,passeriformes,
robbun1,passeriformes,
robcha1,passeriformes,
robeat1,coraciiformes,
robgro,passeriformes,
robpoc1,anseriformes,
robpri1,passeriformes,
robqua1,galliformes,
robwhe1,passeriformes,
robwoo1,piciformes,
rocbun1,passeriformes,
rocear1,passeriformes,
rocfir1,passeriformes,
rocmar1,passeriformes,
rocmar2,passeriformes,
rocnut1,passeriformes,
rocpar1,psittaciformes,
rocpar2,galliformes,
rocpen1,sphenisciformes,
rocpen4,sphenisciformes,
rocpet1,passeriformes,
rocpig,columbiformes,
rocpih1,passeriformes,
rocpip1,passeriformes,
rocpra1,charadriiformes,
rocpta1,galliformes,
rocsan,charadriiformes,
rocsun2,passeriformes,
roctap1,passeriformes,
rocwar1,passeriformes,
rocwre,passeriformes,
rodbrw1,passeriformes,
rodfod1,passeriformes,
rodnih1,pelecaniformes,
rodpar1,psittaciformes,
rodrai1,gruiformes,
rodsco1,strigiformes,
rodsol2,columbiformes,
rodsta2,passeriformes,
rodtud1,columbiformes,
